bird_reference	bird_shorthand	bird_shorthand_pt
2099	YKAH	Y.KAH
2100	YXAP	Y.XAP
2101	YHAL	Y.HAL
2102	YGAC	YGA.C
2103	YCAW	Y.CAW
2104	YLAJ	YL.AJ
2105	YJAP	Y.JAP
2106	YLAK	YLA.K
2107	YCAM	YC.AM
2108	YGAT	Y.GAT
2109	YWAV	YWA.V
2110	YWAX	YW.AX
2111	YDAS	YDA.S
2112	YXAM	YX.AM
2113	YGAM	YG.AM
2114	YLAC	YLA.C
2115	YCAX	YC.AX
2116	YAAD	Y.AAD
2117	YCAG	YCA.G
2118	YBAB	YB.AB
2119	YAAH	Y.AAH
2120	YLAM	YL.AM
2121	YAAK	YAA.K
2122	YAAV	YAA.V
2123	YGAN	YGA.N
2124	YFAB	YF.AB
2125	YBAF	YB.AF
2126	YBAP	Y.BAP
2127	YFAS	YFA.S
2128	YBAK	YBA.K
2129	TBAD	T.BAD
2130	YBAG	YBAG
2131	TJAN	TJA.N
2132	TJAV	TJA.V
2133	TKAW	TKA.W
2134	TKAZ	T.KAZ
2135	TPAM	TPA.M
2136	TBAH	T.BAH
2137	PGAV	PGA.V
2138	PKAT	PKAT
2139	RWAZ	R.WAZ
2140	HDAK	HDAK
2141	YKAK	YKA.K
2142	RGAG	RGA.G
2143	RAAF	RA.AF
2144	RBAB	RB.AB
2145	RDAB	RD.AB
2146	RDAH	R.DAH
2147	RDAR	RD.AR
2148	RDAX	RD.AX
2149	RFAR	RF.AR
2150	RFAV	RFA.V
2151	RGAC	RGA.C
2152	RGAM	RG.AM
2153	RGAX	RG.AX
2154	RHAC	RHA.C
2155	RHAN	RHA.N
2156	RHAT	R.HAT
2157	RHAU	RH.AU
2158	RHAV	RHA.V
2159	RHAW	R.HAW
2160	RHAZ	R.HAZ
2161	RJAC	RJA.C
2162	RJAX	RJ.AX
2163	RKAA	R.KAA
2164	RKAB	RK.AB
2165	RKAG	RKA.G
2166	RKAM	RK.AM
2167	RKAR	RK.AR
2168	RKAS	RKA.S
2169	RKAT	R.KAT
2170	RKAW	R.KAW
2171	RKAX	RK.AX
2172	ZTAG	ZTA.G
2173	KJAS	KJAS
2174	TRAF	TRAF
2175	ADAF	ADAF
2176	PJAM	PJAM
2177	PGAZ	P.GAZ
2178	YKAB	YK.AB
2179	YHAJ	YH.AJ
2180	RBAM	RB.AM
2181	YXAF	YX.AF
2182	ZUAV	ZUA.V
2183	ZVAM	ZV.AM
2184	ZTAH	Z.TAH
2185	RCAB	RC.AB
2186	ZVAS	ZVA.S
2187	RAAZ	R.AAZ
2188	RCAA	R.CAA
2189	ZVAR	ZV.AR
2190	YKAJ	YK.AJ
2191	YJAU	YJ.AU
2192	RSAS	RSA.S
2193	ZVAD	Z.VAD
2194	RBAX	RB.AX
2195	YLAV	YLA.V
2196	RFAZ	R.FAZ
2197	RGAH	R.GAH
2198	RKAJ	RK.AJ
2199	ZTAP	Z.TAP
2200	HCAT	HCAT
2201	YHAT	Y.HAT
2202	YKAS	YKA.S
2203	YHAX	YH.AX
2204	ZVAW	Z.VAW
2205	YUAK	YUA.K
2206	RWAS	RWA.S
2207	ZUAC	ZUA.C
2208	YWAM	YW.AM
2209	TBAJ	TB.AJ
2210	TBAK	TBA.K
2211	YTAD	Y.TAD
2212	YAAW	Y.AAW
2213	TJAS	TJA.S
2214	TKAA	TKA.A
2215	TKAV	TK.AV
2216	THAZ	THA.Z
2217	USAJ	US.AJ
2218	TPAP	TP.AP
2219	YAAM	YA.AM
2220	YJAA	Y.JAA
2221	YHAS	YHA.S
2222	YKAC	YKA.C
2223	YHAA	Y.HAA
2224	ZUAF	ZU.AF
2225	YHAG	YHA.G
2226	YFAY	YFA.Y
2227	YXAR	YX.AR
2228	YXAV	YXA.V
2229	YAAX	YA.AX
2230	YVAY	YVA.Y
2231	YKAN	YKA.N
2232	YCAL	Y.CAL
2233	YWAP	Y.WAP
2234	YAAJ	YA.AJ
2235	YXAC	YXA.C
2236	YFAX	YF.AX
2237	YGAD	Y.GAD
2238	YDAX	YD.AX
2239	YUAR	YU.AR
2240	YAAC	YAA.C
2241	YLAR	YL.AR
2242	YHAY	YHA.Y
2243	YBAT	Y.BAT
2244	YGAW	Y.GAW
2245	YBAH	Y.BAH
2246	YWAB	YW.AB
2247	YFAT	Y.FAT
2248	YVAD	Y.VAD
2249	YBAU	YB.AU
2250	YJAL	Y.JAL
2251	YAAU	YA.AU
2252	YVAZ	Y.VAZ
2253	YJAH	Y.JAH
2254	YCAC	YCA.C
2255	YFAV	YFA.V
2256	YDAP	Y.DAP
2257	YFAN	YFA.N
2258	YJAY	YJA.Y
2259	YJAJ	YJ.AJ
2260	YJAR	YJ.AR
2261	YLAZ	Y.LAZ
2262	YBAC	YBA.C
2263	YWAZ	Y.WAZ
2264	YLAL	Y.LAL
2265	RCAH	R.CAH
2266	YGAH	Y.GAH
2267	YGAB	YG.AB
2268	YHAK	YHA.K
2269	YLAN	YLA.N
2270	YGAV	YGA.V
2271	YXAG	YXA.G
2272	YJAD	Y.JAD
2273	RPAA	R.PAA
2274	RGAS	RGA.S
2275	RJAB	RJ.AB
2276	DAAH	DAAH
2277	HBAP	HBA.P
2278	RVAD	R.VAD
2279	YLAB	YL.AB
2280	YJAZ	Y.JAZ
2281	TSAV	TS.AV
2282	RHAA	R.HAA
2283	RHAS	RHA.S
2284	RFAT	R.FAT
2285	BCV	BCV
2286	BCW	BCW
2287	BCX	BCX
2288	BCY	BCY
2289	BCZ	BCZ
2290	BCU	BCU
2291	BCT	BCT
2292	BCS	BCS
2293	BCR	BCR
2294	BCM	BCM
2295	EAHP	EAHP
2296	EAHR	EAHR
2297	EAHS	EAHS
2298	EAHT	EAHT
2299	EAHU	EAHU
2300	EAHV	EAHV
2301	EAHX	EAHX
2302	EAMA	EAMA
2303	YKAV	YKA.V
2304	YJAX	YJ.AX
2305	YUAU	YU.AU
2306	YXAS	YXA.S
2307	YGAX	YG.AX
2308	BBW	BBW
2309	BBV	BBV
2310	BBX	BBX
2311	BBY	BBY
2312	BCC	BCC
2313	BCF	BCF
2314	BCE	BCE
2315	BBZ	BBZ
2316	BCA	BCA
2317	BCB	BCB
2318	YDAN	YDA.N
2319	YKAW	Y.KAW
2320	RJAD	R.JAD
2321	LCAK	LCAK
2322	RCAU	RC.AU
2323	RAAJ	RA.AJ
2324	RPAR	RP.AR
2325	735N	735N
2326	RKAD	R.KAD
2327	YLAX	YL.AX
2328	YXAY	YXA.Y
2329	YGAY	YGA.Y
2330	UNAC	UNA.C
2331	YJAF	YJ.AF
2332	HBAJ	H.BAJ
2333	BCN	BCN
2334	BCP	BCP
2335	BCL	BCL
2336	BCK	BCK
2337	BCJ	BCJ
2338	BEE	BEE
2339	BEF	BEF
2340	BEH	BEH
2341	BEA	BEA
2342	BEC	BEC
2343	BEB	BEB
2344	RAAG	RAA.G
2345	RCAL	R.CAL
2346	ZUAW	Z.UAW
2347	YKAF	YK.AF
2348	RWAM	RW.AM
2349	YHAZ	Y.HAZ
2350	RXAV	RXA.V
2351	ZTAU	ZT.AU
2352	ZUAL	Z.UAL
2353	RAAD	R.AAD
2354	RAAA	R.AAA
2355	RAAC	RAA.C
2356	RAAH	R.AAH
2357	RAAL	R.AAL
2358	RAAN	RAA.N
2359	RAAP	R.AAP
2360	RAAR	RA.AR
2361	RAAS	RAA.S
2362	RAAT	R.AAT
2363	RAAU	RA.AU
2364	RAAV	RAA.V
2365	RAAX	RA.AX
2366	RBAA	R.BAA
2367	RBAC	RBA.C
2368	RBAD	R.BAD
2369	RBAF	RB.AF
2370	RBAG	RBA.G
2371	RBAH	R.BAH
2372	RBAJ	RB.AJ
2373	RBAK	RBA.K
2374	RBAL	R.BAL
2375	RBAN	RBAN
2376	RBAP	R.BAP
2377	RBAR	RB.AR
2378	RSAK	RSA.K
2379	RBAT	R.BAT
2380	YBAA	Y.BAA
2381	YCAP	Y.CAP
2382	YAAB	YA.AB
2383	YAAZ	Y.AAZ
2384	YFAP	Y.FAP
2385	YCAK	YCA.K
2386	EAAX	EAAX
2387	YLAY	YLA.Y
2388	ZVAT	Z.VAT
2389	RHAR	RH.AR
2390	ZVAV	ZVA.V
2391	RGAD	R.GAD
2392	RDAN	RDA.N
2393	RFAC	RFA.C
2394	RFAL	R.FAL
2395	RFAB	RF.AB
2396	RGAV	RGA.V
2397	RFAH	R.FAH
2398	RGAB	RG.AB
2399	RGAU	RG.AU
2400	RGAT	R.GAT
2401	RFAP	R.FAP
2402	RAAB	RA.AB
2403	RKAH	R.KAH
2404	RKAL	R.KAL
2405	RKAU	RK.AU
2406	RRAC	RRA.C
2407	RRAD	R.RAD
2408	RRAG	RRA.G
2409	RRAN	RRA.N
2410	RRAP	R.RAP
2411	RRAS	RRA.S
2412	RRAT	R.RAT
2413	RRAU	RR.AU
2414	RRAW	R.RAW
2415	RRAZ	R.RAZ
2416	RSAA	R.SAA
2417	RSAD	R.SAD
2418	RSAG	RSA.G
2419	RSAH	R.SAH
2420	RSAJ	RS.AJ
2421	RSAL	R.SAL
2422	RSAP	R.SAP
2423	RSAW	R.SAW
2424	RTAH	R.TAH
2425	RTAL	R.TAL
2426	RTAP	R.TAP
2427	RTAZ	R.TAZ
2428	RUAJ	RU.AJ
2429	RWAB	RW.AB
2430	ZTAS	ZTA.S
2431	YHAB	YH.AB
2432	RZAA	R.ZAA
2433	RZAF	RZ.AF
2434	RZAJ	RZ.AJ
2435	RZAR	RZ.AR
2436	YHAC	YHA.C
2437	YHAF	YH.AF
2438	YHAM	YH.AM
2439	YJAT	Y.JAT
2440	YLAU	YL.AU
2441	YUAM	YU.AM
2442	YUAS	YUA.S
2443	YUAV	YUA.V
2444	YUAZ	Y.UAZ
2445	YVAK	YVA.K
2446	YWAC	YWA.C
2447	ZUAA	Z.UAA
2448	HBAS	HB.AS
2449	ZUAB	ZU.AB
2450	ZUAG	ZUA.G
2451	ZUAH	Z.UAH
2452	ZUAJ	ZU.AJ
2453	ZVAA	Z.VAA
2454	ZVAB	ZV.AB
2455	ZVAC	ZVA.C
2456	ZVAJ	ZV.AJ
2457	ZVAL	Z.VAL
2458	ZVAN	ZVA.N
2459	ZVAP	Z.VAP
2460	ZVAY	ZVA.Y
2461	ZVAZ	Z.VAZ
2462	ZUAR	ZU.AR
2463	HBAW	HBA.W
2464	YDAR	YD.AR
2465	LSAM	LSAM
2466	YKAZ	Y.KAZ
2467	KDAN	KDAN
2468	RDAV	RDA.V
2469	RDAM	RD.AM
2470	RDAT	R.DAT
2471	RGAP	R.GAP
2472	RAAK	RAA.K
2473	RWAN	RWA.N
2474	RWAR	RW.AR
2475	RWAV	RWA.V
2476	HBAH	HBA.H
2477	HBAK	HB.AK
2478	HBAL	HBA.L
2479	HBAM	H.BAM
2480	HBAN	HB.AN
2481	HBAR	H.BAR
2482	HBAT	HBA.T
2483	HBAV	HB.AV
2484	HBAX	H.BAX
2485	HBAZ	HBA.Z
2486	ZAAN	ZAA.N
2487	ZAAU	ZA.AU
2488	ZAAM	ZA.AM
2489	ZBAF	ZB.AF
2490	ZBAU	ZB.AU
2491	ZTAX	ZT.AX
2492	ZVAH	Z.VAH
2493	ZAAR	ZA.AR
2494	ZCAM	ZC.AM
2495	ZCAB	ZC.AB
2496	ZCAY	ZCA.Y
2497	ZAAY	ZAA.Y
2498	ZAAV	ZAA.V
2499	ZCAT	Z.CAT
2500	ZCAX	ZC.AX
2501	ZBAR	ZB.AR
2502	ZCAW	Z.CAW
2503	ZAAT	Z.AAT
2504	ZCAF	ZC.AF
2505	ZCAH	Z.CAH
2506	ZBAA	Z.BAA
2507	ZAAL	Z.AAL
2508	ZCAU	ZC.AU
2509	ZAAZ	Z.AAZ
2510	EAPS	EAPS
2511	EAPT	EAPT
2512	EAPU	EAPU
2513	EAPV	EAPV
2514	EAPX	EAPX
2515	EASA	EASA
2516	RRAJ	RR.AJ
2517	RPAG	RPA.G
2518	RXAA	R.XAA
2519	ZCAP	Z.CAP
2520	ZCAL	Z.CAL
2521	ZBAJ	ZB.AJ
2522	ZBAL	Z.BAL
2523	MKAK	MKA.K
2524	NNAY	N.NAY
2525	ZBAG	ZBA.G
2526	ZBAV	ZBA.V
2527	TLAR	TLA.R
2528	PZAF	P.ZAF
2529	MPAX	M.PAX
2530	MGAG	MGA.G
2531	MPAJ	M.PAJ
2532	HWAY	HWA.Y
2533	PZAL	PZA.L
2534	ZBAK	ZBA.K
2535	TLAW	TL.AW
2536	PZAW	PZA.W
2537	RLAZ	R.LAZ
2538	RMAM	RM.AM
2539	RSAC	RSA.C
2540	RLAU	RL.AU
2541	MUAZ	MU.AZ
2542	PZAU	P.ZAU
2543	MGAV	MGA.V
2544	PZAK	PZ.AK
2545	MSAV	MSA.V
2546	EASE	EASE
2547	EASH	EASH
2548	RSAF	RS.AF
2549	BVAM	BVAM
2550	KKAS	KKAS
2551	ZWAG	ZWA.G
2552	ZXAM	ZX.AM
2553	ZWAM	ZW.AM
2554	ZLAZ	Z.LAZ
2555	ZYAN	ZYA.N
2556	RUAW	R.UAW
2557	ZZAB	ZZ.AB
2558	ZWAW	Z.WAW
2559	RUAR	RU.AR
2560	ZZAY	ZZA.Y
2561	ZXAT	Z.XAT
2562	ZDAT	Z.DAT
2563	ZGAG	ZGA.G
2564	ZFAB	ZF.AB
2565	ZLAF	ZL.AF
2566	ZSAN	ZSA.N
2567	ZFAH	Z.FAH
2568	ZFAS	ZFA.S
2569	ZGAT	Z.GAT
2570	AKOS	AKO.S
2571	ZZAM	ZZ.AM
2572	ZDAZ	Z.DAZ
2573	ZGAR	ZG.AR
2574	ZPAL	Z.PAL
2575	AVOU	AV.OU
2576	ZSAV	ZSA.V
2577	ZGAX	ZG.AX
2578	ZGAH	Z.GAH
2579	ZDAK	ZDA.K
2580	ZFAT	Z.FAT
2581	ZFAG	ZFA.G
2582	ZFAZ	Z.FAZ
2583	ZGAU	ZG.AU
2584	ZWAA	Z.WAA
2585	ZSAD	Z.SAD
2586	ZDAW	Z.DAW
2587	ZDAB	ZD.AB
2588	ZGAF	ZG.AF
2589	ZGAY	ZGA.Y
2590	ZGAS	ZGA.S
2591	ADOM	AD.OM
2592	ACOX	AC.OX
2593	AKOU	AK.OU
2594	ZDAU	ZD.AU
2595	AGOS	AGO.S
2596	ADON	ADO.N
2597	ZFAM	ZF.AM
2598	ZDAV	ZDA.V
2599	ZDAJ	ZD.AJ
2600	AXOH	A.XOH
2601	LPAL	LPAL
2602	ALOV	ALO.V
2603	ZXAA	Z.XAA
2604	AHOT	A.HOT
2605	ZDAN	ZDA.N
2606	ZGAN	ZGA.N
2607	ZGAA	Z.GAA
2608	ACOD	A.COD
2609	ACON	ACO.N
2610	AJOC	AJO.C
2611	ZFAN	ZFA.N
2612	AFOM	AF.OM
2613	ZGAV	ZGA.V
2614	ZDAD	Z.DAD
2615	ZFAU	ZF.AU
2616	AFOA	A.FOA
2617	AAOA	A.AOA
2618	ZFAC	ZFA.C
2619	AGOG	AGO.G
2620	AFOC	AFO.C
2621	ZFAX	ZF.AX
2622	ZDAL	Z.DAL
2623	ZGAL	Z.GAL
2624	AFOD	A.FOD
2625	AJOM	AJ.OM
2626	ADOL	A.DOL
2627	ADOT	A.DOT
2628	ZYAD	Z.YAD
2629	AHON	AHO.N
2630	ABOF	AB.OF
2631	ZFAL	Z.FAL
2632	ZWAK	ZWA.K
2633	ZFAF	ZF.AF
2634	ZFAV	ZFA.V
2635	AGOB	AG.OB
2636	AFOJ	AF.OJ
2637	ACOM	AC.OM
2638	RTAR	RT.AR
2639	ZSAM	ZS.AM
2640	ZRAW	Z.RAW
2641	ZSAP	Z.SAP
2642	ZRAG	ZRA.G
2643	ZSAS	ZSA.S
2644	ZSAZ	Z.SAZ
2645	ZPAN	ZPA.N
2646	ZRAU	ZR.AU
2647	ZSAC	ZSA.C
2648	ZSAH	Z.SAH
2649	ZPAM	ZP.AM
2650	ZRAJ	ZR.AJ
2651	ZRAX	ZR.AX
2652	ZPAB	ZP.AB
2653	ZPAZ	Z.PAZ
2654	ZRAL	Z.RAL
2655	ZPAK	ZPA.K
2656	ZSAU	ZS.AU
2657	ZMAR	ZM.AR
2658	ZPAC	ZPA.C
2659	ZPAT	Z.PAT
2660	ZRAH	Z.RAH
2661	ZPAV	ZPA.V
2662	ZPAR	ZP.AR
2663	ZSAR	ZS.AR
2664	ZPAS	ZPA.S
2665	EAUN	EAUN
2666	AHOV	AHO.V
2667	AKOW	A.KOW
2668	AZOS	AZO.S
2669	ZBAH	Z.BAH
2670	AMOJ	AM.OJ
2671	APOD	A.POD
2672	ZNAA	Z.NAA
2673	ZMAG	ZMA.G
2674	ZNAP	Z.NAP
2675	ZNAD	Z.NAD
2676	ZSAX	ZS.AX
2677	RWAD	R.WAD
2678	ZMAZ	Z.MAZ
2679	ATOL	A.TOL
2680	ZLAD	Z.LAD
2681	AJOB	AJ.OB
2682	ALOW	A.LOW
2683	ZPAY	ZPA.Y
2684	ZLAP	Z.LAP
2685	ZMAW	Z.MAW
2686	ZLAB	ZL.AB
2687	ZNAC	ZNA.C
2688	ZRAS	ZRA.S
2689	AVOK	AVO.K
2690	ANOB	AN.OB
2691	RUAC	RUA.C
2692	ACOW	A.COW
2693	ZMAU	ZM.AU
2694	RCAK	RCA.K
2695	RVAK	RVA.K
2696	RUAP	R.UAP
2697	RVAU	RV.AU
2698	RUAX	RU.AX
2699	ZXAH	Z.XAH
2700	AFOL	A.FOL
2701	ABOL	A.BOL
2702	ZWAU	ZW.AU
2703	ZXAC	ZXA.C
2704	ZRAK	ZRA.K
2705	ZNAV	ZNA.V
2706	AGOX	AG.OX
2707	ZNAH	Z.NAH
2708	ZPAX	ZP.AX
2709	AFOS	AFO.S
2710	AVOX	AV.OX
2711	AXOC	AXO.C
2712	ZWAS	ZWA.S
2713	AZOT	A.ZOT
2714	ZWAX	ZW.AX
2715	ZFAR	ZF.AR
2716	KWAT	KWAT
2717	AHOZ	A.HOZ
2718	ZDAP	Z.DAP
2719	ZDAX	ZD.AX
2720	ABOH	A.BOH
2721	ABOM	AB.OM
2722	AHOB	AH.OB
2723	ACOZ	A.COZ
2724	ASOK	ASO.K
2725	ZMAB	ZM.AB
2726	ZNAZ	Z.NAZ
2727	RVAW	R.VAW
2728	ZZAK	ZZA.K
2729	ZNAF	ZN.AF
2730	ZMAS	ZMA.S
2731	ZHAY	ZHA.Y
2732	RVAL	R.VAL
2733	ZRAD	Z.RAD
2734	AMOV	AMO.V
2735	AFOK	AFO.K
2736	RVAM	RV.AM
2737	ZXAX	ZX.AX
2738	ZYAL	Z.YAL
2739	ZZAC	ZZA.C
2740	ZYAA	Z.YAA
2741	ZCAZ	Z.CAZ
2742	ZZAJ	ZZ.AJ
2743	ATOS	ATO.S
2744	AGOD	A.GOD
2745	ADOV	ADO.V
2746	AMOK	AMO.K
2747	AVOS	AVO.S
2748	AMOT	A.MOT
2749	APOR	AP.OR
2750	ASOX	AS.OX
2751	ZPAF	ZP.AF
2752	ZMAD	Z.MAD
2753	ZLAG	ZLA.G
2754	ZLAA	Z.LAA
2755	ZLAL	Z.LAL
2756	AWOK	AWO.K
2757	ZNAG	ZNA.G
2758	ZRAN	ZRA.N
2759	ZMAK	ZMA.K
2760	ZYAT	Z.YAT
2761	PTAV	PT.AV
2762	ZYAC	ZYA.C
2763	ZYAM	ZY.AM
2764	AFOX	AF.OX
2765	RCAW	R.CAW
2766	ZXAN	ZXA.N
2767	ZYAP	Z.YAP
2768	ZHAX	ZH.AX
2769	ANOC	ANO.C
2770	AUOS	AUO.S
2771	AVOC	AVO.C
2772	AZOU	AZ.OU
2773	ATON	ATO.N
2774	ANOD	A.NOD
2775	AVOP	A.VOP
2776	AVOH	AVO.H
2777	ZKAK	ZKA.K
2778	AFOH	A.FOH
2779	ANOK	ANO.K
2780	ATOU	AT.OU
2781	AZOL	A.ZOL
2782	ANOV	ANO.V
2783	AVON	AVO.N
2784	AJOA	A.JOA
2785	ZKAP	Z.KAP
2786	ZJAW	Z.JAW
2787	ZKAM	ZK.AM
2788	ZKAD	Z.KAD
2789	ZJAX	ZJ.AX
2790	ZHAK	ZHA.K
2791	ZKAT	Z.KAT
2792	AWOT	A.WOT
2793	ZHAR	ZH.AR
2794	ZKAR	ZK.AR
2795	ZKAA	Z.KAA
2796	ZNAW	Z.NAW
2797	AHOC	AHO.C
2798	ZFAD	Z.FAD
2799	ZFAW	Z.FAW
2800	ZGAZ	Z.GAZ
2801	ZFAJ	ZF.AJ
2802	ZDAY	ZDA.Y
2803	ZFAA	Z.FAA
2804	ZFAK	ZFA.K
2805	ACOP	A.COP
2806	AFOU	AF.OU
2807	APOZ	A.POZ
2808	ASOH	A.SOH
2809	ZLAC	ZLA.C
2810	ZNAU	ZN.AU
2811	ATOT	A.TOT
2812	AWOZ	A.WOZ
2813	ANOF	AN.OF
2814	AAOV	AAO.V
2815	ZJAV	ZJA.V
2816	ABOP	ABOP
2817	ZWAT	Z.WAT
2818	ZJAZ	Z.JAZ
2819	APOK	APO.K
2820	ZKAJ	ZK.AJ
2821	AROM	AR.OM
2822	ZHAW	Z.HAW
2823	ZHAB	ZH.AB
2824	ZSAG	ZSA.G
2825	ATOC	ATO.C
2826	RVAV	RVA.V
2827	ABBA	ABBA
2828	ASOJ	AS.OJ
2829	ATOX	AT.OX
2830	AVOR	AV.OR
2831	ASOA	A.SOA
2832	ASOT	A.SOT
2833	APOT	A.POT
2834	APOL	A.POL
2835	RTAA	R.TAA
2836	PTAW	PTA.W
2837	AXOD	A.XOD
2838	PSAU	PS.AU
2839	RVAX	RV.AX
2840	PNAX	PN.AX
2841	ZWAF	ZW.AF
2842	ZCAC	ZCA.C
2843	AROD	A.ROD
2844	ZWAL	Z.WAL
2845	ZLAS	ZLA.S
2846	ZNAK	ZNA.K
2847	AMOC	AMO.C
2848	ZGAM	ZG.AM
2849	ABOB	AB.OB
2850	AHOF	AH.OF
2851	AAOW	A.AOW
2852	AAOX	AA.OX
2853	ABOA	A.BOA
2854	ABOJ	AB.OJ
2855	ABOS	ABO.S
2856	ACOA	A.COA
2857	ACOC	ACO.C
2858	ACOF	AC.OF
2859	ACOJ	AC.OJ
2860	ACOK	ACO.K
2861	ACOR	AC.OR
2862	ACOS	ACO.S
2863	ACOU	AC.OU
2864	ACOV	ACO.V
2865	AUOF	AU.OF
2866	RRAF	RR.AF
2867	ZGAC	ZGA.C
2868	RUAT	R.UAT
2869	RUAB	RU.AB
2870	AROA	A.ROA
2871	ASOU	AS.OU
2872	ZRAP	Z.RAP
2873	ZSAF	ZS.AF
2874	ZRAM	ZR.AM
2875	ZRAB	ZR.AB
2876	ZPAA	Z.PAA
2877	ZFAP	Z.FAP
2878	ZDAA	Z.DAA
2879	ZGAW	Z.GAW
2880	AAOJ	AA.OJ
2881	ABOW	A.BOW
2882	AJOS	AJO.S
2883	AAOL	A.AOL
2884	ABOR	AB.OR
2885	AJOW	A.JOW
2886	ZRAV	ZRA.V
2887	AXOG	AXO.G
2888	ZRAC	ZRA.C
2889	APOU	AP.OU
2890	AXOW	A.XOW
2891	ZSAJ	ZS.AJ
2892	APOB	AP.OB
2893	ZNAL	Z.NAL
2894	ZNAY	ZNA.Y
2895	ZKAZ	Z.KAZ
2896	AVOZ	A.VOZ
2897	AGOV	AGO.V
2898	ALOD	A.LOD
2899	ZHAU	ZH.AU
2900	ZYAX	ZY.AX
2901	ASOV	ASO.V
2902	ALOG	ALO.G
2903	AFOB	AF.OB
2904	ZZAS	ZZA.S
2905	ZXAB	ZX.AB
2906	RVAT	R.VAT
2907	ZYAU	ZY.AU
2908	AJOU	AJ.OU
2909	AAON	AAO.N
2910	AAOP	A.AOP
2911	AAOR	AA.OR
2912	ZGAP	Z.GAP
2913	RTAF	RT.AF
2914	KCAV	KCAV
2915	RUAG	RUA.G
2916	RVAJ	RV.AJ
2917	ZFAY	ZFA.Y
2918	AZOF	AZ.OF
2919	AWOP	A.WOP
2920	AXOZ	A.XOZ
2921	AHOL	A.HOL
2922	AHOM	AH.OM
2923	AHOR	AH.OR
2924	AHOS	AHO.S
2925	AHOU	AH.OU
2926	AJOK	AJO.K
2927	AJOT	A.JOT
2928	AJOV	AJO.V
2929	AKOA	A.KOA
2930	AKOJ	AK.OJ
2931	AKOV	AKO.V
2932	ALOF	AL.OF
2933	ALOK	ALO.K
2934	MTAX	M.TAX
2935	AJOG	AJO.G
2936	AJON	AJO.N
2937	AJOP	A.JOP
2938	AJOR	AJ.OR
2939	AKOB	AK.OB
2940	AKOF	AK.OF
2941	AKOG	AKO.G
2942	AKOK	AKO.K
2943	AKOM	AK.OM
2944	AKOR	AK.OR
2945	AVOV	AVO.V
2946	ANOJ	AN.OJ
2947	ANOL	A.NOL
2948	ANOP	A.NOP
2949	ANOR	AN.OR
2950	ANOU	AN.OU
2951	ANOZ	A.NOZ
2952	AMOA	A.MOA
2953	AMOD	A.MOD
2954	AMOH	A.MOH
2955	AMOL	A.MOL
2956	AMOM	AM.OM
2957	AMON	AMO.N
2958	AMOR	AM.OR
2959	AMOU	AM.OU
2960	AWOX	AW.OX
2961	APOA	A.POA
2962	APOC	APO.C
2963	APOJ	AP.OJ
2964	APOM	AP.OM
2965	ANOM	AN.OM
2966	RZAU	RZ.AU
2967	AUOJ	AU.OJ
2968	AZOZ	A.ZOZ
2969	ZWAR	ZW.AR
2970	ATOJ	AT.OJ
2971	RVAN	RVA.N
2972	APON	APO.N
2973	APOP	A.POP
2974	APOS	APO.S
2975	APOV	APO.V
2976	AROC	ARO.C
2977	AROF	AR.OF
2978	AROG	ARO.G
2979	AROH	A.ROH
2980	ATOD	A.TOD
2981	AROL	A.ROL
2982	ARON	ARO.N
2983	AROT	A.ROT
2984	AROU	AR.OU
2985	AROV	ARO.V
2986	AROW	A.ROW
2987	AROX	AR.OX
2988	CNOV	CN.OV
2989	ATOF	AT.OF
2990	ASOL	A.SOL
2991	ASOW	A.SOW
2992	ASOZ	A.SOZ
2993	ATOG	ATO.G
2994	ATOH	A.TOH
2995	ATOP	A.TOP
2996	ATOR	AT.OR
2997	AWOM	AW.OM
2998	AVOA	A.VOA
2999	AVOF	AV.OF
3000	ZWAV	ZWA.V
3001	RUAM	RU.AM
3002	ZKAH	Z.KAH
3003	ZZAT	Z.ZAT
3004	AXOU	AX.OU
3005	AXOF	AX.OF
3006	AXOP	A.XOP
3007	AXOS	AXO.S
3008	AXOX	AX.OX
3009	AZOD	A.ZOD
3010	RUAL	R.UAL
3011	BUOA	B.UOA
3012	CNOZ	C.NOZ
3013	ZKAX	ZK.AX
3014	AKOT	A.KOT
3015	ZJAM	ZJ.AM
3016	BROL	B.ROL
3017	CCOB	CC.OB
3018	ZHAZ	Z.HAZ
3019	CKOJ	CK.OJ
3020	BTOC	BTO.C
3021	BZOK	BZO.K
3022	CCOT	C.COT
3023	CTOS	CTO.S
3024	ZJAB	ZJ.AB
3025	RVAC	RVA.C
3026	RSAU	RS.AU
3027	ZNAN	ZNA.N
3028	ZYAY	ZYA.Y
3029	CTOW	C.TOW
3030	BNOA	BN.OA
3031	CAOL	C.AOL
3032	RKAC	RKA.C
3033	RKAP	R.KAP
3034	BCOT	B.COT
3035	CSOU	CS.OU
3036	ZJAD	Z.JAD
3037	AHOH	A.HOH
3038	BABG	BABG
3039	CKOK	CKO.K
3040	YYAG	YYA.G
3041	BCOZ	B.COZ
3042	ZHAL	Z.HAL
3043	CSOZ	C.SOZ
3044	BSOJ	BS.OJ
3045	CBOW	C.BOW
3046	AABE	AABE
3047	AABF	AABF
3048	AABG	AABG
3049	ASOM	AS.OM
3050	ANOS	ANO.S
3051	ATOW	A.TOW
3052	AMOP	A.MOP
3053	AAOB	AA.OB
3054	AAOD	A.AOD
