bird_reference	bird_shorthand	bird_shorthand_pt
7029	NVAG	N.VAG
7030	NVAH	NV.AH
7031	NVAJ	NVA.J
7032	NVAL	NV.AL
7033	NVAM	NVA.M
7034	NVAN	N.VAN
7035	NVAP	NV.AP
7036	NVAR	NVA.R
7037	NVAU	NVA.U
7038	NWAA	N.WAA
7039	NWAB	NW.AB
7040	NWAD	N.WAD
7041	NWAF	NW.AF
7042	NWAH	N.WAH
7043	NWAK	NWA.K
7044	NWAM	NW.AM
7045	NWAN	NWA.N
7046	NWAP	N.WAP
7047	NWAR	NW.AR
7048	NWAS	NWA.S
7049	NWAT	N.WAT
7050	NWAU	NW.AU
7051	NWAV	NWA.V
7052	NWAW	N.WAW
7053	NWAZ	N.WAZ
7054	NYAA	NY.AA
7055	NYAB	NYA.B
7056	NYAC	N.YAC
7057	NYAD	NY.AD
7058	NYAF	NYA.F
7059	NYAG	N.YAG
7060	NYAH	NY.AH
7061	PDAU	P.DAU
7062	PDAW	PDA.W
7063	PDAX	P.DAX
7064	PDAZ	PDA.Z
7065	PFAA	PF.AA
7066	PFAD	PF.AD
7067	PHAY	PH.AY
7068	PKAC	PKA.C
7069	PMAY	P.MAY
7070	PYAY	PYA.Y
7071	WPWE	WPWE
7072	NBAH	NBA.H
7073	NBAJ	N.BAJ
7074	NBAK	NB.AK
7075	NBAL	NBA.L
7076	NBAM	N.BAM
7077	NBAN	NB.AN
7078	NBAP	NBA.P
7079	NBAR	N.BAR
7080	NBAS	NB.AS
7081	NBAT	NBA.T
7082	NBAU	N.BAU
7083	PLAX	P.LAX
7084	PLAW	PLA.W
7085	PLAL	PLA.L
7086	PLAV	PL.AV
7087	PLAU	P.LAU
7088	PLAN	PL.AN
7089	PLAR	P.LAR
7090	PLAP	PLA.P
7091	PLAT	PLA.T
7092	NMAF	N.MAF
7093	NMAM	N.MAM
7094	THV	THV
7095	MWAM	M.WAM
7096	MWAD	MWA.D
7097	LZAS	L.ZAS
7098	NSAF	NSA.F
7099	MZAW	MZA.W
7100	MZAN	MZ.AN
7101	NMAC	NM.AC
7102	LZAP	LZ.AP
7103	LZAT	LZ.AT
7104	MMAZ	MM.AZ
7105	MMAS	MMAS
7106	NAAD	N.AAD
7107	NWAG	NWA.G
7108	NVAX	NVA.X
7109	NSAH	NS.AH
7110	NMAZ	NMA.Z
7111	NSAK	N.SAK
7112	PCAH	P.CAH
7113	NUAM	N.UAM
7114	NSAL	NS.AL
7115	NSAX	NSA.X
7116	MFAF	MFA.F
7117	NUAG	NU.AG
7118	MVAG	MVA.G
7119	PJAY	P.JAY
7120	BFOG	BFO.G
7121	AXOB	AX.OB
7122	CMOK	C.MOK
7123	NNAB	NNA.B
7124	BFON	BFO.N
7125	AFOT	A.FOT
7126	YLAS	YLAS
7127	CZOA	C.ZOA
7128	CDOC	CDO.C
7129	PNAB	PN.AB
7130	PNAS	PNA.S
7131	PNAT	P.NAT
7132	PSAW	P.SAW
7133	PWAM	P.WAM
7134	PWAN	PW.AN
7135	PWAR	P.WAR
7136	PWAT	PWA.T
7137	BCOP	B.COP
7138	BROS	BRO.S
7139	GMAR	G.MAR
7140	FLAA	F.LAA
7141	FLAU	FL.AU
7142	FMAG	FM.AG
7143	GJAN	GJA.N
7144	GMAT	GMA.T
7145	GMAY	GM.AY
7146	GUAA	GUA.A
7147	GUAB	G.UAB
7148	GUAC	GU.AC
7149	GUAD	GUA.D
7150	GUAF	G.UAF
7151	GUAG	GU.AG
7152	GUAH	GUA.H
7153	GUAJ	G.UAJ
7154	GUAK	GU.AK
7155	GUAL	GUA.L
7156	GUAM	G.UAM
7157	GUAN	GU.AN
7158	GUAR	G.UAR
7159	GUAS	GU.AS
7160	GUAT	GUA.T
7161	GUAU	G.UAU
7162	GUAV	GU.AV
7163	GUAW	GUA.W
7164	GUAX	G.UAX
7165	GUAY	GUAY
7166	GUAZ	GUA.Z
7167	GVAY	G.VAY
7168	FMAK	FM.AK
7169	GZAF	GZ.AF
7170	GZAH	G.ZAH
7171	GZAK	GZA.K
7172	FNAS	F.NAS
7173	FPAA	F.PAA
7174	FPAF	FP.AF
7175	GKAM	G.KAM
7176	GKAP	GKA.P
7177	GKAS	GK.AS
7178	GKAT	GKA.T
7179	GKAU	G.KAU
7180	GNAX	GNA.X
7181	FLAB	FL.AB
7182	GAAN	GAAN
7183	GAAP	GA.AP
7184	GAAS	G.AAS
7185	GBAH	G.BAH
7186	FXAG	FX.AG
7187	GDAV	G.DAV
7188	GDAY	G.DAY
7189	GLAA	GL.AA
7190	GLAB	GLA.B
7191	GLAF	GLA.F
7192	GLAH	GL.AH
7193	GLAJ	GLA.J
7194	GLAK	G.LAK
7195	GLAL	GL.AL
7196	GLAM	GLA.M
7197	GLAN	G.LAN
7198	EY16	EY16
7199	GLAS	G.LAS
7200	GLAT	GL.AT
7201	GLAU	GLA.U
7202	GLAV	G.LAV
7203	GLAW	GL.AW
7204	GLAX	GLA.X
7205	GLAY	G.LAY
7206	GLAZ	GLAZ
7207	GMAX	G.MAX
7208	GWAB	GW.AB
7209	GWAC	GWA.C
7210	GWAD	G.WAD
7211	GWAF	GWAF
7212	GWAH	G.WAH
7213	GWAJ	GW.AJ
7214	GWAK	GWA.K
7215	GWAL	G.WAL
7216	GWAM	GW.AM
7217	GWAN	GWA.N
7218	GWAP	G.WAP
7219	GWAR	GW.AR
7220	GWAS	GWA.S
7221	GWAT	G.WAT
7222	GWAU	GW.AU
7223	GWAV	GWA.V
7224	GWAW	G.WAW
7225	GWAX	GW.AX
7226	GWAY	GWAY
7227	GZAC	GZA.C
7228	GZAD	G.ZAD
7229	GZAG	GZA.G
7230	GZAJ	GZ.AJ
7231	GZAM	GZ.AM
7232	GZAP	G.ZAP
7233	GZAR	GZAR
7234	GZAS	GZA.S
7235	GZAU	GZ.AU
7236	GZAW	G.ZAW
7237	GZAY	GZA.Y
7238	FMAY	FM.AY
7239	FNAY	F.NAY
7240	FMAX	F.MAX
7241	FPAR	FP.AR
7242	FPAP	F.PAP
7243	GAAH	GA.AH
7244	GAAJ	GAA.J
7245	GAAK	G.AAK
7246	GAAC	G.AAC
7247	GYAY	G.YAY
7248	GYAZ	GY.AZ
7249	FLAR	FL.AR
7250	FMAF	F.MAF
7251	FNAP	FN.AP
7252	GMAW	GMA.W
7253	GCAW	GCA.W
7254	GDAU	GDA.U
7255	GCAB	G.CAB
7256	GNAB	GNA.B
7257	GNAA	GN.AA
7258	GNAC	G.NAC
7259	GNAZ	GN.AZ
7260	FLAD	F.LAD
7261	FLAH	F.LAH
7262	FLAM	FL.AM
7263	FMAB	F.MAB
7264	GWAG	GWA.G
7265	FXAN	FX.AN
7266	GDAK	G.DAK
7267	GCAA	GCA.A
7268	GLAG	G.LAG
7269	GCAS	GC.AS
7270	GBAS	GBA.S
7271	GWAZ	G.WAZ
7272	ZBZZ	ZBZZ
7273	GCAP	GCA.P
7274	GDAR	GDA.R
7275	GCAT	GCA.T
7276	GDAM	GDA.M
7277	GZAT	G.ZAT
7278	GZAV	GZA.V
7279	GZAN	GZA.N
7280	E089	E089
7281	GZAA	G.ZAA
7282	GZAB	GZ.AB
7283	GBAJ	GB.AJ
7284	GBAK	GBA.K
7285	GBAL	G.BAL
7286	GBAM	GB.AM
7287	GBAN	GBA.N
7288	GBAR	GB.AR
7289	GBAT	G.BAT
7290	GBAU	GB.AU
7291	GBAV	GBA.V
7292	GBAZ	G.BAZ
7293	GCAC	GC.AC
7294	GCAD	GCA.D
7295	GCAF	G.CAF
7296	GCAJ	G.CAJ
7297	GCAK	GC.AK
7298	GCAL	GCA.L
7299	GCAM	G.CAM
7300	GCAN	GC.AN
7301	GCAR	G.CAR
7302	GCAU	G.CAU
7303	GCAV	GC.AV
7304	GCAX	G.CAX
7305	GCAY	GC.AY
7306	GCAZ	GCA.Z
7307	GDAD	GD.AD
7308	GDAF	GDA.F
7309	GDAG	G.DAG
7310	GDAH	GD.AH
7311	GDAJ	GDA.J
7312	GDAL	GD.AL
7313	GDAN	G.DAN
7314	GDAP	GD.AP
7315	GDAS	G.DAS
7316	GDAT	GD.AT
7317	GDAW	GD.AW
7318	GDAX	GDA.X
7319	GDAZ	GD.AZ
7320	GFAB	GF.AB
7321	GBAP	G.BAP
7322	GVAJ	GVA.J
7323	GVAK	G.VAK
7324	GVAL	GV.AL
7325	GVAM	GVA.M
7326	ST0	ST0
7327	NC1	NC1
7328	E800	E800
7329	NY7	NY7
7330	GVAT	GV.AT
7331	GVAU	GVA.U
7332	GVAV	G.VAV
7333	EJ76	EJ76
7334	GVAX	GVA.X
7335	GVAZ	GV.AZ
7336	GRAF	G.RAF
7337	GRAG	GR.AG
7338	GRAH	GRA.H
7339	GRAJ	G.RAJ
7340	GRAK	GR.AK
7341	GRAL	GRA.L
7342	GRAM	G.RAM
7343	GRAN	GR.AN
7344	GRAR	G.RAR
7345	GRAS	GR.AS
7346	GRAT	GRA.T
7347	GRAU	GRAU
7348	GRAV	GR.AV
7349	GRAW	GRA.W
7350	GRAX	G.RAX
7351	GRAY	GR.AY
7352	GRAZ	GRA.Z
7353	GSAA	GS.AA
7354	GSAB	GSA.B
7355	GSAC	G.SAC
7356	GSAD	GS.AD
7357	GSAF	GSA.F
7358	GSAH	GS.AH
7359	GSAJ	GSA.J
7360	GSAK	G.SAK
7361	GSAL	GS.AL
7362	GSAM	GSA.M
7363	GSAN	G.SAN
7364	GSAP	GS.AP
7365	GSAR	GSA.R
7366	GSAS	G.SAS
7367	GSAT	GS.AT
7368	GSAU	GSA.U
7369	GSAV	G.SAV
7370	GSAW	GS.AW
7371	GSAY	G.SAY
7372	GSAZ	GS.AZ
7373	GTAA	G.TAA
7374	GTAB	GT.AB
7375	GTAC	GTA.C
7376	GTAD	G.TAD
7377	GTAF	GT.AF
7378	GTAG	GTA.G
7379	GTAH	G.TAH
7380	GTAJ	GT.AJ
7381	GTAK	GTA.K
7382	GYAA	GY.AA
7383	GYAB	GYA.B
7384	GYAD	GY.AD
7385	GYAF	GYA.F
7386	GYAG	G.YAG
7387	GYAH	GY.AH
7388	GYAJ	GYA.J
7389	GYAK	G.YAK
7390	GYAL	GY.AL
7391	GYAM	GYA.M
7392	GYAN	G.YAN
7393	GYAP	GY.AP
7394	GYAR	GYA.R
7395	GYAS	G.YAS
7396	GYAT	GY.AT
7397	GYAV	G.YAV
7398	GYAW	GY.AW
7399	GHAY	G.HAY
7400	GHAZ	GH.AZ
7401	GFAW	G.FAW
7402	GJAH	G.JAH
7403	GJAJ	GJ.AJ
7404	AH6	AH6
7405	GJAK	GJA.K
7406	GMAB	GM.AB
7407	GMAC	GMA.C
7408	GMAD	G.MAD
7409	GVAA	GV.AA
7410	GVAB	GVA.B
7411	GVAC	G.VAC
7412	GVAD	GV.AD
7413	GFAX	GF.AX
7414	GFAY	GFA.Y
7415	GFAZ	G.FAZ
7416	GGAM	G.GAM
7417	GGAN	GG.AN
7418	GGAP	GGA.P
7419	GGAR	G.GAR
7420	GGAT	GGA.T
7421	GGAU	G.GAU
7422	GGAV	GG.AV
7423	GGAW	GGA.W
7424	GGAX	G.GAX
7425	GGAY	GG.AY
7426	GGAZ	GGA.Z
7427	GKAC	GK.AC
7428	GKAD	GKA.D
7429	GKAF	G.KAF
7430	GKAG	GK.AG
7431	GKAH	GKA.H
7432	GKAJ	G.KAJ
7433	GKAK	GK.AK
7434	GKAX	G.KAX
7435	GKAY	GK.AY
7436	GKAZ	GKA.Z
7437	GNAD	GN.AD
7438	GNAF	GNA.F
7439	GNAG	G.NAG
7440	GNAH	GN.AH
7441	GNAJ	GNA.J
7442	GNAK	G.NAK
7443	GNAL	GN.AL
7444	GNAM	GNA.M
7445	GNAN	G.NAN
7446	GNAP	GN.AP
7447	GNAR	GNA.R
7448	GNAS	G.NAS
7449	GNAT	GN.AT
7450	GNAU	GNA.U
7451	GNAV	G.NAV
7452	GNAW	GN.AW
7453	GNAY	G.NAY
7454	GPAA	G.PAA
7455	GPAB	GP.AB
7456	GPAC	GPA.C
7457	GPAD	G.PAD
7458	GPAF	GP.AF
7459	GPAG	GPA.G
7460	GPAH	G.PAH
7461	GPAK	GPA.K
7462	GPAL	G.PAL
7463	GPAM	GP.AM
7464	GPAN	GPA.N
7465	GPAP	G.PAP
7466	GPAR	GP.AR
7467	GPAS	GPA.S
7468	GPAT	G.PAT
7469	GPAU	GP.AU
7470	GPAV	GPA.V
7471	GPAW	G.PAW
7472	GPAX	GP.AX
7473	GPAY	GPAY
7474	GRAA	GRA.A
7475	GRAB	G.RAB
7476	GRAC	GR.AC
7477	GRAD	GRA.D
7478	EM97	EM97
7479	E848	E848
7480	EK38	EK38
7481	GJAD	G.JAD
7482	GJAP	G.JAP
7483	GJAR	GJ.AR
7484	GJAU	GJAU
7485	X4	X4
7486	GJAW	G.JAW
7487	GJAX	GJ.AX
7488	GJAM	GJ.AM
7489	GMAH	G.MAH
7490	GMAK	GMA.K
7491	GMAL	G.MAL
7492	GMAM	GM.AM
7493	GMAN	GMA.N
7494	GAAR	GAA.R
7495	GBAX	GB.AX
7496	CRAY	CR.AY
7497	CSAY	C.SAY
7498	CTAY	CTA.Y
7499	GAAU	GAA.U
7500	GAAV	G.AAV
7501	GAAW	GA.AW
7502	GAAX	GAA.X
7503	GAAY	G.AAY
7504	GAAZ	GA.AZ
7505	GBAA	G.BAA
7506	GBAB	GB.AB
7507	GBAC	GBA.C
7508	GBAD	G.BAD
7509	GBAF	GBAF
7510	GBAG	GBA.G
7511	GJAG	GJA.G
7512	CUAP	CUA.P
7513	CUAR	C.UAR
7514	CUAS	CU.AS
7515	CUAT	CUA.T
7516	CUAU	C.UAU
7517	CUAV	CU.AV
7518	CUAW	CUA.W
7519	CUAX	C.UAX
7520	CUAY	CU.AY
7521	CUAZ	CUA.Z
7522	CVAA	CV.AA
7523	CVAB	CVA.B
7524	CVAK	C.VAK
7525	CVAL	CV.AL
7526	CVAM	CVA.M
7527	CVAN	C.VAN
7528	CVAP	CV.AP
7529	CVAR	CVA.R
7530	CVAS	C.VAS
7531	CVAT	CV.AT
7532	CVAU	CVA.U
7533	CVAV	C.VAV
7534	CVAW	CV.AW
7535	CVAY	C.VAY
7536	CWAF	CW.AF
7537	CWAG	CWA.G
7538	CWAH	C.WAH
7539	CWAJ	CW.AJ
7540	CWAK	CWA.K
7541	CWAL	C.WAL
7542	CWAM	CW.AM
7543	CWAN	CWA.N
7544	CWAP	C.WAP
7545	CWAR	CW.AR
7546	CWAS	CWA.S
7547	CWAY	CWA.Y
7548	CZAY	CZA.Y
7549	FXAP	FXA.P
7550	FXAS	FX.AS
7551	FXAT	FXA.T
7552	FXAV	FX.AV
7553	FXAW	FXA.W
7554	GFAF	GF.AF
7555	GFAG	GFA.G
7556	GFAH	G.FAH
7557	GFAJ	GF.AJ
7558	GFAM	GF.AM
7559	GFAA	G.FAA
7560	GFAC	GFA.C
7561	GFAD	G.FAD
7562	GFAK	GFA.K
7563	GFAN	GFA.N
7564	GFAP	G.FAP
7565	GGAJ	G.GAJ
7566	GGAK	GG.AK
7567	GHAC	G.HAC
7568	GHAD	GH.AD
7569	GHAF	GHA.F
7570	GHAH	GH.AH
7571	GHAJ	GHA.J
7572	GHAK	G.HAK
7573	GHAL	GH.AL
7574	GHAN	G.HAN
7575	GHAP	GH.AP
7576	GHAR	GHA.R
7577	GHAS	G.HAS
7578	GHAX	GHA.X
7579	GTAL	G.TAL
7580	GTAM	GT.AM
7581	GTAN	GTA.N
7582	GTAP	G.TAP
7583	GTAR	GT.AR
7584	EE66	EE66
7585	GTAU	GT.AU
7586	ES59	ES59
7587	GTAW	G.TAW
7588	GTAX	GT.AX
7589	GTAZ	G.TAZ
7590	EAK2	EAK2
7591	AS1	AS1
7592	E633	E633
7593	GFAU	GF.AU
7594	CCAA	CC.AA
7595	CCAB	CCA.B
7596	CCAC	CCAC
7597	CCAD	CC.AD
7598	CCAF	CCA.F
7599	CCAG	C.CAG
7600	CCAH	CC.AH
7601	CCAJ	CCA.J
7602	CCAK	C.CAK
7603	CCAL	CC.AL
7604	CCAM	CCA.M
7605	CCAV	C.CAV
7606	CCAW	CC.AW
7607	CCAX	CCA.X
7608	CCAY	C.CAY
7609	CCAZ	CC.AZ
7610	CDAA	C.DAA
7611	CDAB	CD.AB
7612	CDAC	CDA.C
7613	CDAD	C.DAD
7614	CDAF	CD.AF
7615	CDAG	CDA.G
7616	CDAH	C.DAH
7617	CDAR	CD.AR
7618	CDAS	CDA.S
7619	CDAT	C.DAT
7620	CDAU	CD.AU
7621	CDAV	CDA.V
7622	CDAW	C.DAW
7623	CDAX	CD.AX
7624	CDAY	CDA.Y
7625	CDAZ	C.DAZ
7626	CFAA	CFA.A
7627	CFAB	C.FAB
7628	CFAC	CFAC
7629	CFAY	CF.AY
7630	CGAY	C.GAY
7631	CHAY	CHA.Y
7632	CJAY	CJ.AY
7633	CKAY	C.KAY
7634	CLAY	CLA.Y
7635	CMAY	CM.AY
7636	CNAY	C.NAY
7637	CPAY	CPA.Y
7638	DVAS	DVA.S
7639	DWAB	D.WAB
7640	DWAD	DWA.D
7641	DWAS	DW.AS
7642	DXAB	DXA.B
7643	DXAD	DX.AD
7644	DXAF	DXA.F
7645	DXAY	D.XAY
7646	DZAF	D.ZAF
7647	DZAW	DZA.W
7648	DYAH	D.YAH
7649	DYAJ	DY.AJ
7650	DYAM	DY.AM
7651	DYAP	D.YAP
7652	DYAS	DYA.S
7653	DYAV	DYA.V
7654	FPAG	FPA.G
7655	FKAV	F.KAV
7656	FLAP	F.LAP
7657	FLAT	F.LAT
7658	FNAV	F.NAV
7659	FPAB	FP.AB
7660	FWAL	F.WAL
7661	DVAG	DVA.G
7662	DVAJ	DV.AJ
7663	DVAK	DVA.K
7664	DVAL	D.VAL
7665	DVAP	D.VAP
7666	DVAT	D.VAT
7667	DVAW	D.VAW
7668	FRAR	F.RAR
7669	FXAJ	F.XAJ
7670	DPAT	DPA.T
7671	DRAD	DR.AD
7672	DRAJ	DRA.J
7673	DRAK	D.RAK
7674	DSAR	DS.AR
7675	DTAL	DTA.L
7676	DTAP	DTA.P
7677	DTAR	D.TAR
7678	DTAX	D.TAX
7679	FWAB	FW.AB
7680	FYAG	F.YAG
7681	FZAA	F.ZAA
7682	FNAJ	FNA.J
7683	DPAK	DP.AK
7684	DPAY	DP.AY
7685	DRAA	DR.AA
7686	DRAX	DRA.X
7687	DSAH	D.SAH
7688	DSAW	D.SAW
7689	DTAD	DTA.D
7690	DTAM	D.TAM
7691	DTAS	DT.AS
7692	DUAV	D.UAV
7693	FNAF	FNA.F
7694	FYAF	FYA.F
7695	FXAL	FXA.L
7696	FKAA	FK.AA
7697	FKAD	FK.AD
7698	EX48	EX48
7699	FKAT	FK.AT
7700	FKAW	FK.AW
7701	FKAZ	FK.AZ
7702	GAAA	GA.AA
7703	GAAB	GAA.B
7704	GAAD	GA.AD
7705	GAAF	GAA.F
7706	GAAG	G.AAG
7707	GAAL	GA.AL
7708	GAAT	GA.AT
7709	GDAA	GD.AA
7710	GFAS	GFA.S
7711	GFAV	GFA.V
7712	GGAA	GGA.A
7713	GGAB	G.GAB
7714	GGAC	GG.AC
7715	GGAD	GGA.D
7716	GGAF	G.GAF
7717	GGAG	GG.AG
7718	GGAH	GGA.H
7719	FRAN	FR.AN
7720	FSAA	FS.AA
7721	FSAB	FSA.B
7722	FSAJ	FSA.J
7723	FSAU	FSA.U
7724	FTAP	F.TAP
7725	FUAG	FU.AG
7726	FUAW	FUA.W
7727	FVAD	FV.AD
7728	FVAK	F.VAK
7729	FVAU	FVA.U
7730	FVAV	F.VAV
7731	FVAW	FV.AW
7732	FVAX	FVA.X
7733	FWAA	F.WAA
7734	FYAT	FY.AT
7735	FYAU	FYA.U
7736	FYAX	FYA.X
7737	GHAW	GH.AW
7738	GKAL	GKA.L
7739	DSAD	D.SAD
7740	DZAC	DZ.AC
7741	DLAH	DLA.H
7742	FRAC	FR.AC
7743	FRAJ	F.RAJ
7744	FRAX	F.RAX
7745	FSAK	F.SAK
7746	DPAD	DPA.D
7747	DPAZ	DPA.Z
7748	DTAU	D.TAU
7749	DWAN	DW.AN
7750	DWAY	DW.AY
7751	DXAW	DX.AW
7752	FRAY	FR.AY
7753	FSAT	FS.AT
7754	FSAM	FSA.M
7755	FKAL	FK.AL
7756	FKAP	FK.AP
7757	DPAB	D.PAB
7758	DPAC	DP.AC
7759	DPAL	DPA.L
7760	DPAM	D.PAM
7761	DPAN	DP.AN
7762	DPAV	DP.AV
7763	DPAW	DPA.W
7764	DPAX	D.PAX
7765	DRAB	DRA.B
7766	DRAC	D.RAC
7767	DRAF	DRA.F
7768	DRAM	DRA.M
7769	DRAP	DR.AP
7770	DRAW	DR.AW
7771	DRAY	D.RAY
7772	DRAZ	DR.AZ
7773	DSAB	DS.AB
7774	DSAC	DSA.C
7775	DSAF	DS.AF
7776	DSAG	DSA.G
7777	DSAK	DSA.K
7778	DSAL	D.SAL
7779	DSAM	DS.AM
7780	DSAN	DSA.N
7781	DSAP	D.SAP
7782	DSAU	DS.AU
7783	DTAC	DT.AC
7784	DTAH	DTA.H
7785	DUAA	DU.AA
7786	DUAC	D.UAC
7787	DUAG	D.UAG
7788	DUAJ	DUA.J
7789	DUAL	DU.AL
7790	DUAM	DUA.M
7791	DUAN	D.UAN
7792	DUAP	DU.AP
7793	DUAT	DU.AT
7794	DUAU	DUA.U
7795	DUAW	DU.AW
7796	DUAX	DUA.X
7797	DVAA	D.VAA
7798	DVAC	DVAC
7799	DVAM	DV.AM
7800	DVAR	DV.AR
7801	FTAN	FTA.N
7802	FTAU	FT.AU
7803	FTAX	FT.AX
7804	FTAY	FTA.Y
7805	FUAD	FUA.D
7806	FUAH	FUA.H
7807	FUAK	FU.AK
7808	FUAP	FUA.P
7809	FVAC	F.VAC
7810	FVAS	F.VAS
7811	FWAC	FWA.C
7812	FWAD	F.WAD
7813	FWAF	FW.AF
7814	FWAG	FWA.G
7815	FWAJ	FW.AJ
7816	FWAM	FW.AM
7817	FWAN	FWA.N
7818	FWAR	FW.AR
7819	FWAS	FWA.S
7820	FYAA	FY.AA
7821	FYAB	FYA.B
7822	FYAC	F.YAC
7823	FYAD	FY.AD
7824	FYAH	FY.AH
7825	FYAN	F.YAN
7826	FGAC	F.GAC
7827	FGAD	FG.AD
7828	FGAF	FGA.F
7829	FGAG	F.GAG
7830	FGAH	FG.AH
7831	FGAJ	FGA.J
7832	FGAK	F.GAK
7833	FGAL	FG.AL
7834	FGAM	FGA.M
7835	FGAN	F.GAN
7836	FGAP	FG.AP
7837	FGAR	FGA.R
7838	FGAS	F.GAS
7839	FGAT	FG.AT
7840	FGAU	FGA.U
7841	FGAV	F.GAV
7842	FGAX	FGA.X
7843	FGAY	F.GAY
7844	FGAZ	FG.AZ
7845	FYAZ	FY.AZ
7846	FXAC	FX.AC
7847	DUAZ	DU.AZ
7848	FLAJ	FL.AJ
7849	FLAL	F.LAL
7850	FLAX	FL.AX
7851	DVAB	DV.AB
7852	DVAD	D.VAD
7853	DYAR	DY.AR
7854	DVAV	DVA.V
7855	FYAP	FY.AP
7856	FYAS	F.YAS
7857	FZAB	FZ.AB
7858	FZAF	FZ.AF
7859	FZAJ	FZ.AJ
7860	GJAB	GJ.AB
7861	GJAF	GJ.AF
7862	GJAT	G.JAT
7863	GKAN	GK.AN
7864	GKAR	G.KAR
7865	GKAV	GK.AV
7866	GKAW	GKA.W
7867	GLAC	G.LAC
7868	FKAU	FKA.U
7869	FNAB	FNA.B
7870	FSAR	FSA.R
7871	FTAW	F.TAW
7872	FVAA	FV.AA
7873	FKAB	FKA.B
7874	FKAR	FKA.R
7875	FMAH	FMA.H
7876	FMAP	FMA.P
7877	FMAZ	FMA.Z
7878	FNAM	FNA.M
7879	FPAK	FPA.K
7880	FAAY	FAA.Y
7881	FAAZ	F.AAZ
7882	FBAB	F.BAB
7883	FBAC	FB.AC
7884	FBAA	FBA.A
7885	FBAD	FBA.D
7886	FBAF	F.BAF
7887	FBAG	FB.AG
7888	FBAJ	F.BAJ
7889	FBAK	FB.AK
7890	FBAL	FBA.L
7891	FBAM	F.BAM
7892	FBAN	FB.AN
7893	FBAP	FBA.P
7894	FBAR	F.BAR
7895	FBAS	FB.AS
7896	FBAT	FBA.T
7897	FBAU	F.BAU
7898	FBAV	FB.AV
7899	FBAW	FBA.W
7900	FBAX	F.BAX
7901	FBAY	FB.AY
7902	FBAZ	FBA.Z
7903	FCAA	FC.AA
7904	FCAB	FCA.B
7905	FCAC	F.CAC
7906	FCAD	FC.AD
7907	FCAF	FCA.F
7908	FCAG	F.CAG
7909	FCAH	FC.AH
7910	FCAK	F.CAK
7911	DZAY	DZ.AY
7912	FCAJ	FCA.J
7913	FCAM	FCA.M
7914	FCAN	F.CAN
7915	FCAP	FC.AP
7916	FCAR	FCA.R
7917	FCAS	F.CAS
7918	FCAT	FC.AT
7919	FCAU	FCA.U
7920	FCAV	F.CAV
7921	FCAW	FC.AW
7922	FCAX	FCA.X
7923	FCAY	F.CAY
7924	FCAZ	FC.AZ
7925	RT0	RT0
7926	DNAY	DNA.Y
7927	DTAK	DT.AK
7928	FVAZ	FV.AZ
7929	DMAF	DMA.F
7930	DVAN	DVA.N
7931	DVAH	D.VAH
7932	FRAG	FR.AG
7933	DPAH	DPA.H
7934	DPAS	DPAS
7935	DSAT	D.SAT
7936	DTAT	DTA.T
7937	DTAW	DTA.W
7938	FNAR	FNA.R
7939	FNAU	FNA.U
7940	FNAX	FNA.X
7941	FPAC	FPA.C
7942	FPAN	FPA.N
7943	FPAS	FPA.S
7944	FRAA	FRA.A
7945	FRAL	FRA.L
7946	FRAP	FRA.P
7947	FRAS	FR.AS
7948	FRAT	FRA.T
7949	FRAV	FR.AV
7950	FSAD	FS.AD
7951	FSAF	FSA.F
7952	FSAL	FS.AL
7953	FSAS	F.SAS
7954	FSAW	FS.AW
7955	FTAC	FTA.C
7956	FTAD	F.TAD
7957	FTAF	FT.AF
7958	FTAJ	FT.AJ
7959	FTAK	FTA.K
7960	FTAL	F.TAL
7961	FPAX	FP.AX
7962	FTAR	FT.AR
7963	FWAK	FWA.K
7964	FYAW	FY.AW
7965	DYAG	DYA.G
7966	DUAB	DUA.B
7967	DUAF	DUA.F
7968	DUAH	DU.AH
7969	DUAK	D.UAK
7970	DUAR	DUA.R
7971	DUAS	D.UAS
7972	DUAY	D.UAY
7973	DVAZ	D.VAZ
7974	DWAA	DWA.A
7975	DWAF	D.WAF
7976	DWAG	DW.AG
7977	DWAH	DWA.H
7978	DWAJ	DWAJ
7979	DWAK	DW.AK
7980	DWAL	DWA.L
7981	DWAM	D.WAM
7982	DWAR	D.WAR
7983	DWAT	DWA.T
7984	DWAU	D.WAU
7985	DWAV	DW.AV
7986	DWAW	DWA.W
7987	DWAZ	DWA.Z
7988	DXAA	DX.AA
7989	DXAG	D.XAG
7990	DXAH	DX.AH
7991	DXAJ	DXA.J
7992	DXAK	D.XAK
7993	DXAL	DX.AL
7994	DXAM	DXA.M
7995	DXAN	D.XAN
7996	DXAP	DX.AP
7997	DXAR	DXA.R
7998	DXAU	DXA.U
7999	DXAV	D.XAV
8000	DXAX	DXA.X
8001	DXAZ	DX.AZ
8002	DYAA	D.YAA
8003	DYAD	D.YAD
8004	DYAF	DY.AF
8005	DYAK	DYA.K
8006	DYAN	DYA.N
8007	DYAT	D.YAT
8008	DYAU	DY.AU
8009	DYAW	D.YAW
8010	DYAY	DYA.Y
8011	DYAZ	D.YAZ
8012	DZAB	D.ZAB
8013	DZAG	DZ.AG
8014	DZAJ	D.ZAJ
8015	DZAL	DZA.L
8016	DZAM	D.ZAM
8017	DZAN	DZ.AN
8018	DZAT	DZA.T
