bird_id	bird_reference	bird_euring	bird_bto	bird_shorthand	bird_scheme	bird_ring_number	bird_name	bird_sex	bird_birth_year	bird_date_begin	bird_date_end	bird_age_ringing	bird_position	bird_direction	bird_notes
	4830	05910		BW(PZA.D)		L...916253		U		10-08-2015		3	RL	U	
	4831	05920		BW(MH.AN)		H...905390		U		10-08-2015		3	RL	U	
	4832	05920		BW(MHA.A)		H...905393		U		10-08-2015		3	RL	U	
	4833	05920		BW(M.DAF)		H...905396		U		10-08-2015		3	RL	U	
	4834	05920		BW(SLA.G)		H...905397		U		10-08-2015		3	RL	U	
	4835	05920		BW(MPA.H)		H...905398		U		10-08-2015		3	RL	U	
	4836	05910		BW(L.ZAY)		L...916258		U		10-08-2015		3	RL	U	
	4837	05910		BW(NPA.Y)		L...916259		U		10-08-2015		3	RL	U	
	4838	05910		BW(HPA.Y)		L...916260		U		10-08-2015		3	RL	U	
	4839	05910		BW(TL.AT)		L...916262		U		10-08-2015		3	RL	U	
	4840	05910		BW(P.YAT)		L...916264		U		10-08-2015		3	RL	U	
	4841	05920		BW(M.PAM)		H...905400		U		10-08-2015		3	RL	U	
	4842	05920		BW(PZ.AN)		H...905339		U		10-08-2015		3	RL	U	
	4843	05920		BW(M.HAU)		H...905340		U		10-08-2015		3	RL	U	
	4844	05910		BW(MHA.P)		L...916268		U		10-08-2015		3	RL	U	
	4845	05910		BW(P.YAP)		L...916270		U		10-08-2015		3	RL	U	
	4846	05910		BW(N.KAY)		L...916271		U		10-08-2015		3	RL	U	
	4847	05910		BW(SL.AB)		L...916272		U		10-08-2015		3	RL	U	
	4848	05920		BW(MS.AM)		H...905341		U		10-08-2015		3	RL	U	
	4849	05920		BW(PY.AX)		H...905342		U		10-08-2015		3	RL	U	
	4850	05920		BW(M.PAF)		H...905344		U		10-08-2015		3	RL	U	
	4851	05920		BW(M.PAS)		H...905345		U		10-08-2015		3	RL	U	
	4852	05910		BW(HR.AY)		L...916276		U		10-08-2015		3	RL	U	
	4853	05910		BW(KZ.AY)		L...916256		U		10-08-2015		3	RL	U	
	4854	05910		BW(NZ.AX)		L...916261		U		10-08-2015		3	RL	U	
	4855	05910		BW(TL.AX)		L...916266		U		10-08-2015		3	RL	U	
	4856	05910		BW(LNA.H)		L...916100		U		10-08-2015		3	RL	U	
	4857	05920		BW(MD.AG)		H...905372		U		10-08-2015		3	RL	U	
	4858	05910		BW(MUA.U)		L...916273		U		10-08-2015		3	RL	U	
	4859	05920		BW(M.HAR)		H...905399		U		10-08-2015		3	RL	U	
	4860	05920		BW(PY.AR)		H...905386		U		10-08-2015		3	RL	U	
	4861	05910		BW(P.YAL)		L...916267		U		10-08-2015		3	RL	U	
	4862	05910		BW(M.GAL)		L...916091		U		10-08-2015		3	RL	U	
	4863	05910		BW(PNA.N)		L...916093		U		10-08-2015		O	RL	U	
	4864	05920		BW(PZA.P)		H...901914		U		10-08-2015		3	RL	D	
	4865	05920		BW(MU.AW)		H...903252		U		10-08-2015		3	RL	U	
	4866	05910		BW(M.UAV)		L...916297		U		10-08-2015		3	RL	U	
	4867	05920		BW(M.HAB)		H...901925		U		10-08-2015		3	RL	U	
	4868	05920		BW(PZ.AV)		H...905394		U		10-08-2015		3	RL	U	
	4869	05920		BW(P.NAH)		H...901912		U		10-08-2015		3	RL	U	
	4870	05910		BW(NLA.Y)		L...916277		U		10-08-2015		3	RL	U	
	4871	05920		BW(MG.AR)		H...905348		U		10-08-2015		3	RL	U	
	4872	05910		BW(PY.AJ)		L...916278		U		10-08-2015		3	RL	U	
	4873	05920		BW(M.GAW)		H...905349		U		10-08-2015		3	RL	U	
	4874	05910		BW(T.LAV)		L...916280		U		10-08-2015		3	RL	U	
	4875	05920		BW(PY.AM)		H...903253		U		10-08-2015		3	RL	U	
	4876	05910		BW(PN.AM)		L...916282		U		10-08-2015		3	RL	U	
	4877	05920		BW(M.GAZ)		H...903254		U		10-08-2015		3	RL	U	
	4878	05920		BW(PZ.AS)		H...903255		U		10-08-2015		3	RL	U	
	4879	05910		BW(MHA.W)		H...903256		U		10-08-2015		3	RL	U	
	4880	05910		BW(UWA.K)		L...914750		M		22-05-2012		A	RL	U	uvabits_gps_tag.
	4881	05910		BW(RR.AR)		L...916301		M		01-06-2015		A	RL	U	uvabits_gps_tag.
	4882	05910		BW(R.ZAP)		L...916302		M		01-06-2015		A	RL	U	uvabits_gps_tag.
	4883	05910		BW(R.ZAL)		L...916303		M		01-06-2015		A	RL	D	uvabits_gps_tag.
	4884	05910		BW(R.RAA)		L...916304		M		01-06-2015		A	RL	U	uvabits_gps_tag.
	4885	05910		BW(R.WAP)		L...916305		M		01-06-2015		A	RL	U	uvabits_gps_tag.
	4886	05910		BW(R.PAT)		L...916306		F		01-06-2015		A	RL	U	uvabits_gps_tag.
	4887	05910		BW(RRA.K)		L...916308		M		03-06-2015		A	RL	U	uvabits_gps_tag.
	4888	05910		BW(RSA.N)		L...916309		F		03-06-2015		A	RL	U	uvabits_gps_tag.
	4889	05910		BW(RS.AM)		L...916311		F		03-06-2015		A			uvabits_gps_tag.
	4890	05910		BW(R.PAH)				U		08-07-2015		1	RL	U	bird_ring_number not available.
	4891	05910		BW(RZA.V)				U		08-07-2015		1	RL	U	bird_ring_number not available.
	4892	05910		BW(RPA.K)		L...916307		U		01-06-2015		A	RL	U	
	4893	05920		PCAS		H...900906		M		29-06-2010	25-05-2016	1			uvabits_gps_tag.
	4893	05920		BW(Z.WAP)		H...900906		M		25-05-2016		O	RL	U	uvabits_gps_tag.
	4894	05920		BW(Z.MAL)		H...905171		U		15-07-2016		1	RL	U	
	4895	05920		BW(Z.MAT)		H...905177		U		15-07-2016		1	RL	U	
	4896	05910		DJAB		L...914820		F		26-05-2006	25-05-2012	A			uvabits_gps_tag.
	4896	05910		TRAP		L...914820		F		25-05-2012	01-06-2016	O			uvabits_gps_tag.
	4896	05910		BW(RU.AU)		L...914820		F		01-06-2016		O	RL		uvabits_gps_tag.
	4897	05910				L...901717		F		03-07-2004	05-06-2009	1			sovon_bird_shorthand not available.
	4897	05910		LGAW		L...901717		F		05-06-2009	01-06-2016	A			uvabits_gps_tag.
	4897	05910		BW(AB.OX)		L...901717		F		01-06-2016		O	RL	U	uvabits_gps_tag.
	4898	05910				L...922936		U		15-06-2016	22-06-2016	1			sovon_bird_shorthand not available.
	4898	05910		BW(A.KOP)		L...922936		U		22-06-2016		1	LL	U	
	4899	05910		BW(AG.OM)		L...920640		U		22-06-2016		1	RL	U	
	4900	05910		BW(A.GOW)		L...916248		U		22-06-2016		1			
	4901	05910		BW(A.AOT)		L...925028		U		28-06-2016		1	LL	D	
	4902	05910		BW(AS.OB)		L...925537		U		13-07-2016		1	RL	U	
	4903	04560		WN(EAUM)		E...942978		U		26-07-2016		1	LL	U	
	4904	05920		BW(ZM.AM)		H...905170		U		15-07-2016		1	RL	U	
	4905	05910		BW(ZR.AF)		L...925948		U		06-07-2016		1	RL	U	
	4906	05910		BW(Z.PAH)		L...925949		U		06-07-2016		1	RL	U	
	4907	05920		BW(ZLA.N)		H...907556		U		15-07-2016		1	RL	U	
	4908	05910		BW(AW.OJ)		L...925523		U		13-07-2016		1	LL	U	
	4909	05910		BW(A.SOP)		L...925524		U		13-07-2016		1	LL	U	
	4910	05910		BW(A.LOT)		L...925525		U		13-07-2016		1	LL	U	
	4911	05910		BW(A.JOD)		L...925526		U		13-07-2016		1	RL	U	
	4912	05920		BW(ZK.AB)		H...907904		U		13-07-2016		1	RL	U	
	4913	05910		BW(AM.OB)		L...920623		M		13-07-2016		1	RL	U	
	4914	05910		BW(AXO.K)		L...920622		F		13-07-2016		1	RL	U	
	4915	05910		BW(A.XOL)		L...925880		U		13-07-2016		1	RL	U	
	4916	05910		BW(AL.OJ)		L...925026		U		28-06-2016		1	LL	D	
	4917	05910		BW(RV.AB)		L...925130		U		03-07-2016		1	LL	U	
	4918	05910		BW(RT.AX)		L...923148		U		05-06-2016		A	LL	D	
	4919	05920		BW(ZXA.Y)		H...905430		U		03-07-2016		1	LL	U	
	4920	05920		BW(ZYA.V)		H...903999		U		03-07-2016		1	LL	U	
	4921	05920		BW(ZY.AB)		H...903981		U		12-07-2016		1	LL	U	
	4922	05910		BW(AAO.G)		L...925067		U		03-07-2016		1	LL	D	
	4923	05910		BW(ABO.N)		L...925147		U		18-07-2016		1	LL	U	
	4924	05920		BW(ZL.AJ)		H...907564		U		15-07-2016		1	RL	U	
	4925	05920		BW(ZM.AJ)		H...905188		U		15-07-2016		1	RL	U	
	4926	05920		BW(ZX.AF)		H...903983		U		03-07-2016		1	LL	U	
	4927	05910		BW(A.POW)		L...916230		F		29-06-2016		1	LL	U	
	4928	05920		BW(Z.LAH)		H...907857		U		13-07-2016		1	RL	U	
	4929	05910		BW(A.XOA)		L...925853		U		13-07-2016		1	RL	U	
	4930	05910		DHAP		L...902150		M		01-06-2006	27-05-2016	A			uvabits_gps_tag.
	4930	05910		BW(A.LOP)		L...902150		M		27-05-2016		A	RL	U	uvabits_gps_tag.
	4931	05910		BW(A.NOH)		L...916229		F		29-06-2016		1	LL	U	
	4932	05910		BW(A.FOW)		L...916225		M		27-06-2016		1	LL	U	
	4933	05910		BW(A.BOD)		L...920729		U		10-06-2016		A	RL	U	
	4934	05910		BW(ABO.K)		L...916210		M		27-06-2016		1	RL	U	
	4935	05910		BW(A.BOT)		L...916232		M		27-06-2016		1	LL	U	
	4936	05910		BW(R.MAZ)		L...916341		U		08-07-2015		1	RL	U	
	4937	05910		BW(MP.AG)		L...916285		U		10-08-2015		3	RL	U	
	4938	05920		BW(PN.AJ)		H...905362		U		10-08-2015		3	RL	U	
	4939	05920		BW(M.GAA)		H...901908		U		10-09-2015		3	RL	U	
	4940	05920		BW(ZG.AB)		H...905250		U		04-07-2016		1	RL	U	
	4941	05920		BW(Z.GAD)		H...905229		U		27-06-2015		1	RL	U	
	4942	05920				H...905211		U		15-06-2016	27-06-2016	1			sovon_bird_shorthand not available.
	4942	05920		BW(ZD.AM)		H...905211		U		27-06-2016		1	RL	U	
	4943	05910		BW(A.JOL)		L...916201		M		31-05-2016		A	RL	U	uvabits_gps_tag.
	4944	05920		BW(Z.ZAA)		H...903294		M		31-05-2016		A	RL	U	uvabits_gps_tag.
	4945	05920				H...903295		M		27-06-2009	31-05-2016	1			sovon_bird_shorthand not available.
	4945	05920		BW(ZZ.AX)		H...903295		M		31-05-2016		A	RL	U	uvabits_gps_tag.
	4946	05910		BW(ALO.C)		L...916202		U		31-05-2016		A	RL	U	
	4947	05920		BW(ZX.AR)		H...905207		U		02-06-2016		A	RL	U	
	4948	05920				H...905413		U		15-06-2016	22-06-2016	1			sovon_bird_shorthand not available.
	4948	05920		BW(ZDA.C)		H...905413		U		22-06-2016		1	LL	U	
	4949	05920		BW(ZR.AR)		H...905107		U		06-07-2016		1	LL	U	
	4950	05910		BW(A.DOP)		L...925914		U		06-07-2016		1	RL	U	
	4951	05910		BW(AV.OM)		L...920637		U		13-07-2016		1	LL	U	
	4952	05910		BW(AP.OF)		L...925979		U		15-07-2016		5	RL	U	
	4953	05910		BW(A.AOZ)		L...925859		U		13-07-2016		1	LL	U	
	4954	05920		BW(ZX.AU)		H...905415		U		19-06-2016		1	RL	U	
	4955	05920		BW(Z.XAL)		H...903993		U		03-07-2016		1			
	4956	05910		BW(A.JOH)		L...920595		U		27-05-2016		A	RL	U	
	4957	05910		KHAF		L...907448		F		09-06-2008	27-05-2016	A			uvabits_gps_tag.
	4957	05910		BW(A.HOP)		L...907448		F		27-05-2016		A	RL	U	uvabits_gps_tag.
	4958	05910		BW(ANO.N)		L...915985		U		29-06-2016		1	RL	U	
	4959	05910		BW(APO.G)		L...925897		U		13-07-2016		1	RL	U	
	4960	05910		BW(A.VOD)		L...925879		U		13-07-2016		1	RL	U	
	4961	05910		BW(RTA.G)		L...925144		U		11-07-2016		1			
	4962	05910		BW(A.GOP)		L...920539		U		12-07-2016		1			
	4963	05910		BW(AA.OM)		L...925047		U		18-07-2016		1	LL	U	
	4964	05910		BW(A.FOP)		L...920546		U		12-07-2016		1	LL	U	
	4965	05920		BW(C.ROD)		H...907800		U		07-07-2017		1	RL	U	
	4966	05920		BW(C.MOB)		H...907968		U		05-07-2017		1	LL	D	
	4967	05910		BW(ARO.K)		L...926420		U		14-07-2017		1	RL	U	
	4968	05910		BABN		L...915973		U		13-07-2016		1			
	4969	05910		BW(A.SOD)		L...916234		U		29-06-2016		1	LL	U	
	4970	05910		BW(B.MON)		L...925431		U		11-07-2017		1	LL	U	
	4971	05920		BW(ZKA.Y)		H...907016		M		22-05-2017		A	LL	U	
	4972	05920		BW(CF.OU)		H...907763		U		06-07-2017		3	LL	U	
	4973	05920		BW(CFO.V)		H...907029		U		07-07-2017		1	LL	U	
	4974	05920		BW(CG.OF)		H...907992		U		05-07-2017		1	LL	D	
	4975	05910		BW(BN.OF)		L...925837		U		05-07-2017		1	LL	D	
	4976	05920		BW(C.SOW)		H...905148		U		05-07-2017		1	LL	D	
	4977	05910		BW(BN.OW)		L...925843		U		05-07-2017		1	LL	D	
	4978	05910		BW(BVO.C)		L...925844		U		05-07-2017		1	LL	D	
	4979	05910		BW(B.SOD)		L...925845		U		05-07-2017		1	LL	D	
	4980	05910		BW(BN.OV)		L...925846		U		05-07-2017		1	LL	D	
	4981	05920		BW(C.MOA)		H...905149		U		05-07-2017		1	LL	D	
	4982	05910		BW(BLO.G)		L...925837		U		05-07-2017		1	LL	D	
	4983	05910		BW(BZO.G)		L...925848		U		05-07-2017		1	LL	D	
	4984	05910		BW(B.BOZ)		L...925849		U		05-07-2017		1	LL	D	
	4985	05920		BW(CZO.K)		H...907951		U		05-07-2017		1	LL	D	
	4986	05920		BW(CDO.K)		H...907952		U		05-07-2017		1	LL	D	
	4987	05920		BW(CK.OF)		H...907953		U		05-07-2017		1	LL	D	
	4988	05910		BW(BBO.V)		L...925850		U		05-07-2017		1	LL	D	
	4989	05910		BW(BN.OM)		L...925801		U		05-07-2017		1	LL	D	
	4990	05910		BW(BC.OU)		L...925802		U		05-07-2017		1	LL	D	
	4991	05920		BW(C.AOH)		H...907955		U		05-07-2017		1	LL	D	
	4992	05920		BW(C.MOS)		H...907956		U		05-07-2017		1	LL	D	
	4993	05910		BW(BFO.S)		L...925803		U		05-07-2017		1	LL	D	
	4994	05910		BW(B.WOA)		L...925804		U		05-07-2017		1	LL	D	
	4995	05920		BW(C.AOD)		H...907958		U		05-07-2017		1	LL	D	
	4996	05920		BW(CKO.V)		H...907959		U		05-07-2017		1	LL	D	
	4997	05920		BW(CDO.G)		H...907961		U		05-07-2017		1	LL	D	
	4998	05920		BW(CJO.G)		H...907962		U		05-07-2017		1	LL	D	
	4999	05910		BW(B.MOH)		L...925805		U		05-07-2017		1	LL	D	
	5000	05920		BW(C.TOL)		H...907963		U		05-07-2017		1	LL	D	
	5001	05920		BW(C.POA)		H...907964		U		05-07-2017		1	LL	D	
	5002	05920		BW(C.DOA)		H...907965		U		05-07-2017		1	LL	D	
	5003	05920		BW(CU.OF)		H...907966		U		05-07-2017		1	LL	D	
	5004	05910		BW(B.MOZ)		L...925806		U		05-07-2017		1	LL	D	
	5005	05910		BW(BV.OJ)		L...925807		U		05-07-2017		1	LL	D	
	5006	05920		BW(C.WOA)		H...907970		U		05-07-2017		1	LL	D	
	5007	05920		BW(C.JOA)		H...907972		U		05-07-2017		1	LL	D	
	5008	05910		BW(BA.OU)		L...925808		U		05-07-2017		1	LL	D	
	5009	05910		BW(BB.OJ)		L...925809		U		05-07-2017		1	LL	D	
	5010	05910		BW(BRO.V)		L...925810		U		05-07-2017		1	LL	D	
	5011	05920		BW(C.ROP)		H...907973		U		05-07-2017		1	LL	D	
	5012	05920		BW(C.MON)		H...907975		U		05-07-2017		1	LL	D	
	5013	05910		BW(B.LOH)		L...925811		U		05-07-2017		1	LL	D	
	5014	05920		BW(C.DOW)		H...907978		U		05-07-2017		1	LL	D	
	5015	05920		BW(CH.OU)		H...907979		U		05-07-2017		1	LL	D	
	5016	05910		BW(BV.OM)		L...925812		U		05-07-2017		1	LL	D	
	5017	05920		BW(C.MOU)		H...907980		U		05-07-2017		1	LL	D	
	5018	05910		BW(B.AOL)		L...925813		U		05-07-2017		1	LL	D	
	5019	05920		BW(MG.AU)		H...903264		U		10-08-2015		3	RL	U	
	5020	05920		BW(Z.BAP)		H...905302		U		29-06-2015		1	RL	U	
	5021	05920		BW(PYA.V)		H...903150		U		10-08-2015		3	RL	U	
	5022	05910		BW(R.RAH)		L...917663		U		06-07-2015		1	RL	U	
	5023	05920		BW(M.PAR)		H...905370		U		10-08-2015		3	RL	U	
	5024	04560		WN(EAUK)		E...408606		U		30-07-2015		1	LL		
	5025	04560		WN(EAUL)		E...408607		U		30-07-2015		1	LL		
	5026	05920		BW(MJ.AZ)		H...905343		U		10-08-2015		3	RL	U	
	5027	05910		BW(TLA.Z)		L...916255		U		10-08-2015		3	RL	U	
	5028	05910		BW(R.WAH)		L...916078		U		22-07-2015		1	RL	U	
	5029	05910		BW(R.ZAZ)		L...916398		U		22-07-2015		1	RL	U	
	5030	05910		BW(RS.AR)		L...916399		U		22-07-2015		1	RL	U	
	5031	05910		BW(RXA.K)		L...916400		U		22-07-2015		1	RL	U	
	5032	05910		BW(RSA.V)		L...916079		U		22-07-2015		1	RL	U	
	5033	05920		BW(MD.AC)		H...905374		U		10-08-2015		3	RL	U	
	5034	05910		BW(AAO.C)		L...920724		U		10-06-2016		A	RL	U	
	5035	05910		BW(AKO.C)		L...920730		U		10-06-2016		A			
	5036	05920		BW(ZWA.C)		H...903800		U		08-06-2016		A	RL	U	
	5037	05920		BW(ZYA.K)		H...903797		U		08-06-2016		A	RL	U	
	5038	05910				L...911930		U		27-06-2009	08-06-2016	1			sovon_bird_shorthand not available.
	5038	05910		BW(A.LOH)		L...911930		U		08-06-2016		A	LL	U	
	5039	05910		BW(RW.AX)		L...920710		U		08-06-2016		A	RL	U	
	5040	05920		BW(ZB.AM)		H...903782		U		08-06-2016		A	RL	U	
	5041	05910		BW(RWA.G)		L...920712		U		08-06-2016		A	RL	U	
	5042	05920		BW(Y.TAT)		H...903783		U		08-06-2016		A	RL	U	
	5043	05920				H...905254		U		04-06-2015	08-06-2016	A			sovon_bird_shorthand not available.
	5043	05920		BW(ZBA.Y)		H...905254		U		08-06-2016		A	RL	U	
	5044	05910		BW(A.KOD)		L...920736		U		10-06-2016		A	RL	U	
	5045	05910				L...909702		U		01-07-2009	10-06-2016	1			sovon_bird_shorthand not available.
	5045	05910		BW(AL.OB)		L...909702		U		10-06-2016		A	RL	U	
	5046	05910		BW(AL.OR)		L...920738		U		10-06-2016		A	RL	U	
	5047	05920		BW(ZZA.G)		H...903297		F		02-06-2016		A	RL	U	uvabits_gps_tag.
	5048	05920		BW(ZXA.G)		H...905206		U		02-06-2016		A	RL	U	
	5049	05920		BW(ZP.AJ)		H...905112		U		06-07-2016		1	RL	U	
	5050	05920		BW(ZG.AJ)		H...905160		U		06-07-2016		1	RL	U	
	5051	05920		BW(ZDA.G)		H...905157		U		04-07-2016		1	RL	U	
	5052	05910		BW(AFO.N)		L...920642		U		22-06-2016		1	RL	U	
	5053	05910		BW(Z.RAT)		L...925919		U		06-07-2016		1	LL	U	
	5054	05910		BW(ZSA.K)		L...925920		U		06-07-2016		1	RL	U	
	5055	05910		BW(ZRA.Y)		L...925921		U		06-07-2016		1	LL	U	
	5056	05910		BW(Z.SAT)		L...925923		U		06-07-2016		1	LL	U	
	5057	05910		BW(ZPA.G)		L...925924		U		06-07-2016		1	LL	U	
	5058	05910		BW(Z.PAW)		L...925925		U		06-07-2016		1	LL	U	
	5059	05920		BW(Z.SAW)		H...905103		U		06-07-2016		1	LL	U	
	5060	05910		BW(Z.SAA)		L...925926		U		06-07-2016		1	LL	U	
	5061	05920		BW(Z.SAL)		H...905105		U		06-07-2016		1	RL	U	
	5062	05920		BW(ZS.AB)		H...905113		U		06-07-2016		1	RL	U	
	5063	05910		BW(Z.RAZ)		L...925957		U		06-07-2016		1	RL	U	
	5064	05910		BW(AU.OB)		L...925970		U		15-07-2016		1	RL	U	
	5065	05910		BW(Z.PAD)		L...925922		U		06-07-2016		1	LL	U	
	5066	05920		BW(ZLA.Y)		H...907552		U		15-07-2016		1	RL	U	
	5067	05910		BW(AUO.V)		L...925510		U		13-07-2016		1	LL	U	
	5068	05910		BW(AKO.N)		L...925163		U		13-07-2016		1	LL	U	
	5069	05910		BW(Z.PAP)		L...925953		U		06-07-2016		1	RL	U	
	5070	05910		BW(AS.OF)		L...925520		U		13-07-2016		1	LL	U	
	5071	05920		BW(Z.MAH)		H...907560		U		15-07-2016		1	RL	U	
	5072	05920		BW(ZM.AX)		H...907851		U		13-07-2016		1	RL	U	
	5073	05920		BW(ZJ.AJ)		H...907927		M		24-05-2017		A	RL	U	
	5074	05920		BW(YYA.V)		H...903785		U		08-06-2016		A	RL	U	
	5075	05920		BW(ZM.AF)		H...907551		U		15-07-2016		1	RL	U	
	5076	05910		BW(AR.OR)		L...915988		U		29-06-2016		1	RL	U	
	5077	05920		BW(ZMA.C)		H...907865		U		13-07-2016		1	RL	U	
	5078	05920		BW(PT.AC)		H...907880		U		05-08-2016		1	RL	D	
	5079	05910		BW(AF.OF)		L...920739		U		10-06-2016		A	RL	U	
	5080	05910		BW(AFO.G)		L...925035		U		28-06-2016		1			
	5081	05910		BW(AF.OR)		L...916211		M		27-06-2016		1	LL	U	
	5082	05910		BW(A.FOZ)		L...925210		U		28-07-2016		1			
	5083	05910		BW(A.LOA)		L...925099		U		28-07-2016		1			
	5084	05910		BW(AL.OM)		L...925857		U		13-07-2016		1	LL	U	
	5085	05910		BW(ALO.N)		L...925038		U		28-06-2016		1			
	5086	05910		BW(AL.OU)		L...925069		U		11-07-2016		1			
	5087	05910		BW(A.LOZ)		L...925202		U		28-07-2016		1			
	5088	05910		BW(RT.AU)		L...923150		U		05-06-2016		A	LL	D	
	5089	05910		BW(B.WOL)		L...925539		U		07-07-2017		1	LL	U	
	5090	05910		BW(B.MOM)		L...925756		U		07-07-2017		1	RL	U	
	5091	05910		BW(AG.OF)		L...925328		U		20-05-2017		A	LL	U	
	5092	05920		BW(C.MOP)		H...907575		U		07-07-2017		1	RL	U	
	5093	05920		BW(CTO.K)		H...907595		U		07-07-2017		1	RL	U	
	5094	05920		BW(CLO.K)		H...905121		U		04-07-2017		1	LL	U	
	5095	05920		BW(CF.OB)		H...907599		U		07-07-2017		1	RL	U	
	5096	05920		BW(C.GOT)		H...907940		U		28-07-2017		1	RL	U	
	5097	05920		BW(C.MOZ)		H...905479		U		13-07-2017		1	LL	U	
	5098	05920		BW(ZY.AF)		H...903976		U		19-06-2016		1			
	5099	05920		BW(CRO.N)		H...907574		U		07-07-2017		1	RL	U	
	5100	05920		BW(CZ.OB)		H...905120		U		04-07-2017		1	LL	D	
	5101	05920		BW(C.HOP)		H...905138		U		05-07-2017		1	LL	D	
	5102	04560		WN(EAU)		E...408601		U		06-07-2015		1	RL		
	5103	05920		BW(MPA.D)		H...905385		U		10-08-2015		3	RL	U	
	5104	05920		BW(ZCA.G)		H...903128		M		21-05-2015		A	RL	U	
	5105	05920		BW(RZA.G)		H...903132		M		26-05-2015		A	RL	U	uvabits_gps_tag.
	5106	05920		BW(P.YAZ)		H...903258		U		10-08-2015		3	RL	U	
	5107	05920		BW(MGA.C)		H...903259		U		10-08-2015		3	RL	U	
	5108	05910		BW(M.PAU)		L...916284		U		10-08-2015		3	RL	U	
	5109	05920		BW(S.LAD)		H...903260		U		10-08-2015		3	RL	U	
	5110	05910		BW(KS.AY)		L...916286		U		10-08-2015		3	RL	U	
	5111	05920		BW(M.DAB)		H...903262		U		10-08-2015		3	RL	U	
	5112	05920		BW(PF.AP)		H...903263		U		10-08-2015		3	RL	U	
	5113	05910		BW(MPA.P)		L...916289		U		10-08-2015		3	RL	U	
	5114	05910		BW(M.GAD)		L...916290		U		10-08-2015		3	RL	U	
	5115	05910		BW(PY.AB)		L...916292		U		10-08-2015		3	RL	U	
	5116	05910		BW(MGA.K)		L...916293		U		10-08-2015		3	RL	U	
	5117	05920		BW(P.ZAM)		H...903267		U		10-08-2015		3	RL	U	
	5118	05910		BW(NHA.Y)		L...916295		U		10-08-2015		3	RL	U	
	5119	05910		BW(MDA.D)		L...916296		U		10-08-2015		3	RL	U	
	5120	05920		BW(P.YAA)		H...903268		U		10-08-2015		3	RL	U	
	5121	05920		BW(PZ.AG)		H...903269		U		10-08-2015		3	RL	U	
	5122	05910		BW(P.ZAR)		L...916298		U		10-08-2015		3	RL	U	
	5123	05920		BW(MPA.L)		H...903270		U		10-08-2015		3	RL	U	
	5124	05920		BW(PYA.C)		H...903271		U		10-08-2015		3	RL	D	
	5125	05910		BW(LK.AY)		L...916300		U		10-08-2015		3	RL	U	
	5126	05910		BW(P.NAP)		L...920551		U		10-08-2015		3	RL	U	
	5127	05910		BW(MDA.A)		L...920552		U		10-08-2015		3	RL	U	
	5128	05910		BW(S.LAA)		L...920554		U		10-08-2015		3	RL	U	
	5129	05910		BW(M.KAL)		L...920556		U		10-08-2015		3	RL	U	
	5130	05910		BW(S.LAL)		L...920558		U		10-08-2015		3	LL	U	
	5131	05920		BW(C.YAY)		H...901907		U		10-08-2015		3	LL	U	
	5132	05920		BW(PZA.T)		H...901909		U		10-08-2015		3	RL	U	
	5133	05910		BW(PZA.Z)		L...920560		U		10-08-2015		3	RL	U	
	5134	05920		BW(PYA.K)		H...901911		U		10-08-2015		3	RL	U	
	5135	05910		BW(P.YAH)		L...920562		U		10-08-2015		3	RL	U	
	5136	05910		BW(MG.AB)		L...920559		U		10-08-2015		3	RL	U	
	5137	05920		BW(SLA.K)		H...901915		U		10-08-2015		3	RL	U	
	5138	05910		BW(MP.AC)		L...920564		U		10-08-2015		3	RL	U	
	5139	05920		BW(M.GAH)		H...901919		U		10-08-2015		3	RL	U	
	5140	05920		BW(SL.AJ)		H...901922		U		10-08-2015		3	RL	U	
	5141	05920		BW(M.GAT)		H...901923		U		10-08-2015		3	RL	U	
	5142	05920		BW(M.UAS)		H...901926		U		10-08-2015		3	RL	U	
	5143	05910		BW(PY.AU)		L...920566		U		10-08-2015		3	RL	U	
	5144	05920		BW(F.BOL)		H...907815		U		11-07-2018		1	RL	U	
	5145	05920		BW(ZD.AF)		H...905159		U		06-07-2016		1	RL	U	
	5146	05910		LGAV		L...911707		M		05-06-2009	01-06-2016	A			uvabits_gps_tag.
	5146	05910		BW(AGO.K)		L...911707		M		01-06-2016		O	RL	U	uvabits_gps_tag.
	5147	05910		KYAS		L...909972		F		22-05-2009	01-06-2016	A			uvabits_gps_tag.
	5147	05910		BW(AL.OX)		L...909972		F		01-06-2016		A	RL	U	uvabits_gps_tag.
	5148	05910		BW(A.AOH)		L...916204		F		01-06-2016		A			
	5149	05920		BW(ZMA.Y)		H...905173		U		15-07-2016		1	RL	U	
	5150	05920		BW(ZSA.Y)		H...905110		U		06-07-2016		1	RL	U	
	5151	05910		BW(ZP.AU)		L...925962		U		06-07-2016		1	RL	U	
	5152	05920		BW(Z.YAZ)		H...905424		U		03-07-2016		1	LL	D	
	5153	05920		BW(ZYA.G)		H...907001		U		11-07-2016		1	LL	U	
	5154	05910		TSAL		L...912682		F		17-05-2012	26-05-2016	A			uvabits_gps_tag.
	5154	05910		BW(RTA.N)		L...912682		F		26-05-2016		O	RL	U	uvabits_gps_tag.
	5155	05920		BW(ZJA.Y)		H...907868		U		13-07-2016		1	LL	U	
	5156	05920		BW(ZJA.C)		H...907903		U		13-07-2016		1	RL	U	
	5157	05910		BW(A.XOT)		L...925538		U		13-07-2016		1	LL	U	
