Nummer	first_Nummer	NummerNieuw	NummerDesc	Plaats	RingKleurCode	InscriptieKleurCode	EuringCode	GeslachtCode	MetaalringNummer	MetaalringPlaats	MetaalringLandCode	color_ring	sovon_bird_notes
KRK	KRK	KRK	KRK	RL	G	W	00720	O	B4362	LL	BE		
KRL	KRL	KRL	KRL	RL	G	W	00720	O	B4363	LL	BE		
KRM	KRM	KRM	KRM	RL	G	W	00720	O	B4364	LL	BE		
KUV	KUV	KUV	KUV	RL	G	W	00720	O	B4457	LL	BE		
KUW	KUW	KUW	KUW	RL	G	W	00720	O	B4459	LL	BE		
KUX	KUX	KUX	KUX	RL	G	W	00720	O	B4458	LL	BE		
KUY	KUY	KUY	KUY	RL	G	W	00720	O	B4460	LL	BE		
KUZ	KUZ	KUZ	KUZ	RL	G	W	00720	O	B4461	LL	BE		
KVA	KVA	KVA	KVA	RL	G	W	00720	O	B4462	LL	BE		
KVB	KVB	KVB	KVB	RL	G	W	00720	O	B4463	LL	BE		
KVC	KVC	KVC	KVC	RL	G	W	00720	O	B4464	LL	BE		
KVE	KVE	KVE	KVE	RL	G	W	00720	O	B4465	LL	BE		
KVF	KVF	KVF	KVF	RL	G	W	00720	O	B4466	LL	BE		
KVH	KVH	KVH	KVH	RL	G	W	00720	O	B4467	LL	BE		
KVJ	KVJ	KVJ	KVJ	RL	G	W	00720	O	B4468	LL	BE		
KVK	KVK	KVK	KVK	RL	G	W	00720	O	B4469	LL	BE		
KVL	KVL	KVL	KVL	RL	G	W	00720	O	B4470	LL	BE		
KVM	KVM	KVM	KVM	RL	G	W	00720	O	B4471	LL	BE		
KVN	KVN	KVN	KVN	RL	G	W	00720	O	B4472	LL	BE		
KVP	KVP	KVP	KVP	RL	G	W	00720	O	B4473	LL	BE		
KVR	KVR	KVR	KVR	RL	G	W	00720	O	B4474	LL	BE		
KVS	KVS	KVS	KVS	RL	G	W	00720	O	B4475	LL	BE		
KVT	KVT	KVT	KVT	RL	G	W	00720	O	B4476	LL	BE		
KVU	KVU	KVU	KVU	RL	G	W	00720	O	B4477	LL	BE		
KVV	KVV	KVV	KVV	RL	G	W	00720	O	B4478	LL	BE		
KVW	KVW	KVW	KVW	RL	G	W	00720	O	B4480	LL	BE		
KVX	KVX	KVX	KVX	RL	G	W	00720	O	B4921	LL	BE		
KVY	KVY	KVY	KVY	RL	G	W	00720	O	B4922	LL	BE		
MUAF	MUAF	MUAF	MUA.F		B	W	05920	V	H900708		BE		
PJAL	PJAL	PJAL	PJ.AL	RU	B	W	05910	O	L904478	LL	BE		
PKAP	PKAP	PKAP	P.KAP	RU	B	W	05920	V	H900951	LL	BE		
PKAS	PKAS	PKAS	PKA.S		B	W	05920	M	H900976		BE		
SCAL	SCAL	SCAL	SC.AL	RU	B	W	05920	V	H900956	LL	BE		
SCAT	SCAT	SCAT	SC.AT		B	W	05920	V	H900970		BE		
SCAV	SCAV	SCAV	S.CAV	RU	B	W	05920	V	H900983	LL	BE		
SDAY	SDAY	SDAY	SDA.Y	RU	B	W	05910	O	L912835	LL			
SHAC	SHAC	SHAC	SHA.C	RU	B	W	05920	V	H902232	LL	BE		
SVAP	SVAP	SVAP	SV.AP	RU	B	W	05920	O	H901793	LL	BE		
SWAC	SWAC	SWAC	SWA.C	RU	B	W	05920	O	H902124	LL	BE		
TDAX	TDAX	TDAX	TD.AX	RU	B	W	05910	M	L912564	LL	BE		
THAY	THAY	THAY	THA.Y	RU	B	W	05910	O	L914586	LL			
TLAY	TLAY	TLAY	TLA.Y	RU	B	W	05910	O	L914571	LL			
TMAA	TMAA	TMAA	T.MAA	RU	B	W	05910	O	L914717	LL			
TMAB	TMAB	TMAB	TM.AB	RU	B	W	05910	O	L914729	LL			
TMAC	TMAC	TMAC	TMA.C	RU	B	W	05910	O	L914728	LL			
TMAD	TMAD	TMAD	T.MAD	RU	B	W	05910	O	L914720	LL			
TMAF	TMAF	TMAF	TM.AF	RU	B	W	05910	O	L914719	LL			
TMAG	TMAG	TMAG	TMA.G	RU	B	W	05910	O	L914723	LL			
TMAH	TMAH	TMAH	T.MAH	RU	B	W	05910	O	L914721	LL			
TMAJ	TMAJ	TMAJ	TM.AJ	RU	B	W	05910	O	L914718	LL			
TMAK	TMAK	TMAK	TMA.K	RU	B	W	05910	O	L914722	LL			
TMAW	TMAW	TMAW	T.MAW	RU	B	W	05920	O	H902147	LL	BE		
TMAX	TMAX	TMAX	T.MAX	RU	B	W	05910	O	L914733	LL			
TMAY	TMAY	TMAY	TM.AY	RU	B	W	05910	O	L914583	LL			
TMAZ	TMAZ	TMAZ	TM.AZ	RU	B	W	05920	O	H902148	LL	BE		
TNAA	TNAA	TNAA	TNA.A	RU	B	W	05910	O	L914692	LL			
TNAB	TNAB	TNAB	T.NAB	RU	B	W	05910	O	L914686	LL			
TNAC	TNAC	TNAC	TN.AC	RU	B	W	05910	O	L914699	LL			
TNAD	TNAD	TNAD	TNA.D	RU	B	W	05910	O	L914687	LL			
TNAS	TNAS	TNAS	TN.AS	RU	B	W	05910	O	L914693	LL			
TNAU	TNAU	TNAU	T.NAU	RU	B	W	05910	O	L914689	LL			
TNAV	TNAV	TNAV	TN.AV	RU	B	W	05910	O	L914690	LL			
TNAW	TNAW	TNAW	TNA.W	RU	B	W	05910	O	L914683	LL			
TNAX	TNAX	TNAX	TNA.X	RU	B	W	05910	O	L914684	LL			
TNAZ	TNAZ	TNAZ	T.NAZ	RU	B	W	05910	O	L914685	LL			
TRAW	TRAW	TRAW	T.RAW	RU	B	W	05910	M	L912695	LL			
TRAY	TRAY	TRAY	TR.AY	RU	B	W	05910	O	L914573	LL			
TTAA	TTAA	TTAA	TT.AA	RU	B	W	05910	O	L913251	LL			
TTAC	TTAC	TTAC	T.TAC	RU	B	W	05910	O	L913253	LL			
TTAD	TTAD	TTAD	TT.AD	RU	B	W	05910	O	L913254	LL			
TTAF	TTAF	TTAF	TTA.F	RU	B	W	05910	O	L913255	LL			
TTAG	TTAG	TTAG	T.TAG	RU	B	W	05910	O	L913256	LL			
TTAH	TTAH	TTAH	TT.AH	RU	B	W	05910	O	L913257	LL			
TTAJ	TTAJ	TTAJ	TTA.J	RU	B	W	05910	O	L913258	LL			
TTAK	TTAK	TTAK	T.TAK	RU	B	W	05910	O	L913259	LL			
TTAL	TTAL	TTAL	TT.AL	RU	B	W	05910	O	L913260	LL			
TTAM	TTAM	TTAM	TTA.M	RU	B	W	05910	O	L913261	LL			
TTAP	TTAP	TTAP	TT.AP	RU	B	W	05910	O	L913263	LL			
TTAR	TTAR	TTAR	TTA.R	RU	B	W	05910	O	L913264	LL			
TTAS	TTAS	TTAS	T.TAS	RU	B	W	05910	O	L913268	LL			
TTAT	TTAT	TTAT	TT.AT	RU	B	W	05910	O	L913265	LL			
TTAU	TTAU	TTAU	TTA.U	RU	B	W	05910	O	L913266	LL			
TTAV	TTAV	TTAV	T.TAV	RU	B	W	05910	O	L913267	LL			
TTAW	TTAW	TTAW	TT.AW	RD	B	W	05910	O	L913269	LL			
TTAX	TTAX	TTAX	TT.AX	RU	B	W	05910	O	L913270	LL			
TTAZ	TTAZ	TTAZ	TTA.Z	RU	B	W	05910	O	L913271	LL			
TUAA	TUAA	TUAA	T.UAA	RU	B	W	05910	O	L913293	LL			
TUAB	TUAB	TUAB	TU.AB	RU	B	W	05910	O	L913294	LL			
TUAC	TUAC	TUAC	TUA.C	RU	B	W	05910	O	L914592	LL			
TUAD	TUAD	TUAD	T.UAD	RU	B	W	05910	O	L914597	LL			
TWAX	TWAX	TWAX	TW.AX	RU	B	W	05910	O	L912815	LL	BE		
TYAU	TYAU	TYAU	TYA.U	RU	B	W	05910	O	L914671	LL	BE		
ULAU	ULAU	ULAU	UL.AU	RU	B	W	05910	O	L916821	LL			
294N	294N	NGAN	N.GAN	LU	B	W	05910	V	EA672315	RL	FR		
C65	C65	NGAC	N.GAC	RU	B	W	05910	O	L913154	LL	BE		
E709	E709	NGAD	NG.AD	LU	B	W	05910	O	L913156	RL			
E740	E740	NGAA	NG.AA	RU	B	W	05910	M	L913151	LL			
SBAJ	SBAJ	SBAJ	S.BAJ	RU	B	W	05920	M	H900953	LL	BE		
SCAX	SCAX	SCAX	SC.AX	RU	B	W	05920	M	H902237	LL	BE		
SCAY	SCAY	SCAY	S.CAY	RU	B	W	05910	O	L912832	LL	BE		
SUAC	SUAC	SUAC	SU.AC	RU	B	W	05920	O	H902120	LL	BE		
SUAF	SUAF	SUAF	S.UAF	RU	B	W	05920	O	H902104	LL	BE		
SUAG	SUAG	SUAG	SU.AG	RU	B	W	05920	O	H902117	LL	BE		
SVAC	SVAC	SVAC	S.VAC	RU	B	W	05920	O	H901780	LL	BE		
SVAV	SVAV	SVAV	S.VAV	RU	B	W	05920	O	H901791	LL	BE		
SWAJ	SWAJ	SWAJ	SW.AJ	RU	B	W	05920	O	H902135	LL	BE		
SWAP	SWAP	SWAP	S.WAP	RU	B	W	05920	O	H901786	LL	BE		
SWAX	SWAX	SWAX	S.WAX	RU	B	W	05920	O	H902125	LL	BE		
SYAN	SYAN	SYAN	S.YAN	RU	B	W	05910	O	L914698	LL			
TAAC	TAAC	TAAC	T.AAC	RU	B	W	05910	O	L914554	LL			
TAAD	TAAD	TAAD	TA.AD	RU	B	W	05910	O	L913164	LL			
TAAF	TAAF	TAAF	TAA.F	RU	B	W	05910	O	L913165	LL			
TAAH	TAAH	TAAH	TA.AH	RU	B	W	05910	O	L913167	LL			
TAAJ	TAAJ	TAAJ	TAA.J	RU	B	W	05910	O	L914560	LL			
