Nummer	first_Nummer	NummerNieuw	NummerDesc	Plaats	RingKleurCode	InscriptieKleurCode	EuringCode	GeslachtCode	MetaalringNummer	MetaalringPlaats	MetaalringLandCode	color_ring	sovon_bird_notes
SGAC	SGAC	SGAC	S.GAC		B	W	05920	V	H902287		BE		
SGAG	SGAG	SGAG	S.GAG		B	W	05920	M	H902288		BE		
SGAK	SGAK	SGAK	S.GAK	RU	B	W	05920	M	H902295	LL	BE		
SGAR	SGAR	SGAR	SGA.R	RU	B	W	05920	M	H902293	LL	BE		
SGAS	SGAS	SGAS	S.GAS	RU	B	W	05920	M	H902196	LL	BE		
SGAU	SGAU	SGAU	SGA.U		B	W	05920	M	H902178		BE		
SGAV	SGAV	SGAV	S.GAV	RU	B	W	05920	V	H902256	LL	BE		
SGAX	SGAX	SGAX	SG.AX	RU	B	W	05920	V	H902274	LL	BE		
YPAW	YPAW	YPAW	Y.PAW	LU	B	W	05920	O	H901961	RL	BE		
USAF	USAF	USAF	US.AF	RU	B	W	05910	V	L914614	LL			
URAN	URAN	URAN	URA.N	RU	B	W	05910	O	L914615	LL			
URAF	URAF	URAF	UR.AF	RU	B	W	05910	M	L914616	LL			
UMAP	UMAP	UMAP	U.MAP	RU	B	W	05910	V	L914617	LL			
UMAC	UMAC	UMAC	UMA.C	RU	B	W	05910	V	L914618	LL			
YZAB	YZAB	YZAB	YZ.AB	RU	B	W	5920	O	L916896	LL			
UMAA	UMAA	UMAA	U.MAA	RD	B	W	05910	O	L914634	LL			
KRN	KRN	KRN	KRN	RL	G	W	00720	O	B4911	LL	BE		
KRP	KRP	KRP	KRP	RL	G	W	00720	O	B4912	LL	BE		
KRR	KRR	KRR	KRR	RL	G	W	00720	O	B4913	LL	BE		
KRS	KRS	KRS	KRS	RL	G	W	00720	O	B4914	LL	BE		
KRV	KRV	KRV	KRV	RL	G	W	00720	O	B4915	LL	BE		
KRT	KRT	KRT	KRT	RL	G	W	00720	O	B4916	LL	BE		
KRW	KRW	KRW	KRW	RL	G	W	00720	O	B4917	LL	BE		
KRX	KRX	KRX	KRX	RL	G	W	00720	O	B4918	LL	BE		
KRY	KRY	KRY	KRY	RL	G	W	00720	O	B4919	LL	BE		
KRZ	KRZ	KRZ	KRZ	RL	G	W	00720	O	B4920	LL	BE		
KMB	KMB	KMB	KMB	RL	G	W	00720	O	B4925	LL	BE		
KMC	KMC	KMC	KMC	RL	G	W	00720	O	B4927	LL	BE		
KMF	KMF	KMF	KMF	RL	G	W	00720	O	B4928	LL	BE		
KMH	KMH	KMH	KMH	RL	G	W	00720	O	B4929	LL	BE		
KMJ	KMJ	KMJ	KMJ	RL	G	W	00720	O	B4930	LL	BE		
KMK	KMK	KMK	KMK	RL	G	W	00720	O	B5221	LL	BE		
KML	KML	KML	KML	RL	G	W	00720	O	B5222	LL	BE		
KMM	KMM	KMM	KMM	RL	G	W	00720	O	B5223	LL	BE		
KMN	KMN	KMN	KMN	RL	G	W	00720	O	B5224	LL	BE		
KMP	KMP	KMP	KMP	RL	G	W	00720	O	B5325	LL	BE		
KMR	KMR	KMR	KMR	RL	G	W	00720	O	B5326	LL	BE		
KMS	KMS	KMS	KMS	RL	G	W	00720	O	B5327	LL	BE		
KMT	KMT	KMT	KMT	RL	G	W	00720	O	B5228	LL	BE		
KMU	KMU	KMU	KMU	RL	G	W	00720	O	B5229	LL	BE		
KMV	KMV	KMV	KMV	RL	G	W	00720	O	B5230	LL	BE		
KMW	KMW	KMW	KMW	RL	G	W	00720	O	B5131	LL	BE		
KMX	KMX	KMX	KMX	RL	G	W	00720	O	B5132	LL	BE		
KMY	KMY	KMY	KMY	RL	G	W	00720	O	B5133	LL	BE		
KNA	KNA	KNA	KNA	RL	G	W	00720	O	B4681	LL	BE		
KNB	KNB	KNB	KNB	RL	G	W	00720	O	B4682	LL	BE		
KNC	KNC	KNC	KNC	RL	G	W	00720	O	B4682	LL	BE		
KNE	KNE	KNE	KNE	RL	G	W	00720	O	B4686	LL	BE		
KNF	KNF	KNF	KNF	RL	G	W	00720	O	B4687	LL	BE		
KNH	KNH	KNH	KNH	RL	G	W	00720	O	B4688	LL	BE		
KNJ	KNJ	KNJ	KNJ	RL	G	W	00720	O	B4689	LL	BE		
KNK	KNK	KNK	KNK	RL	G	W	00720	O	B4690	LL	BE		
KNL	KNL	KNL	KNL	RL	G	W	00720	O	B4952	LL	BE		
KNM	KNM	KNM	KNM	RL	G	W	00720	O	B4953	LL	BE		
KNN	KNN	KNN	KNN	RL	G	W	00720	O	B4954	LL	BE		
BAA	BAA	BAA	BAA	RL	G	W	00720	O	B4602	LL	BE		
BAB	BAB	BAB	BAB	RL	G	W	00720	O	B4603	LL	BE		
BAC	BAC	BAC	BAC	RL	G	W	00720	O	B4604	LL	BE		
BAF	BAF	BAF	BAF	RL	G	W	00720	O	B4605	LL	BE		
BAJ	BAJ	BAJ	BAJ	RL	G	W	00720	O	B4607	LL	BE		
BAH	BAH	BAH	BAH	RL	G	W	00720	O	B4606	LL	BE		
BAK	BAK	BAK	BAK	RL	G	W	00720	O	B4608	LL	BE		
BAL	BAL	BAL	BAL	RL	G	W	00720	O	B4609	LL	BE		
BAM	BAM	BAM	BAM	RL	G	W	00720	O	B4610	LL	BE		
BAN	BAN	BAN	BAN	RL	G	W	00720	O	B4611	LL	BE		
BAR	BAR	BAR	BAR	RL	G	W	00720	O	B4612	LL	BE		
BAS	BAS	BAS	BAS	RL	G	W	00720	O	B4613	LL	BE		
BAT	BAT	BAT	BAT	RL	G	W	00720	O	B4614	LL	BE		
BAP	BAP	BAP	BAP	RL	G	W	00720	O	B4615	LL	BE		
BAV	BAV	BAV	BAV	RL	G	W	00720	O	B4616	LL	BE		
BAW	BAW	BAW	BAW	RL	G	W	00720	O	B4617	LL	BE		
KNP	KNP	KNP	KNP	RL	G	W	00720	O	M5471	LL	BE		
KNR	KNR	KNR	KNR	RL	G	W	00720	O	M5472	LL	BE		
KNS	KNS	KNS	KNS	RL	G	W	00720	O	M5473	LL	BE		
KNT	KNT	KNT	KNT	RL	G	W	00720	O	M5474	LL	BE		
KNU	KNU	KNU	KNU	RL	G	W	00720	O	M5475	LL	BE		
KNX	KNX	KNX	KNX	RL	G	W	00720	O	M5476	LL	BE		
KNY	KNY	KNY	KNY	RL	G	W	00720	O	M5477	LL	BE		
KNV	KNV	KNV	KNV	RL	G	W	00720	O	M5478	LL	BE		
KNW	KNW	KNW	KNW	RL	G	W	00720	O	M5479	LL	BE		
KNZ	KNZ	KNZ	KNZ	RL	G	W	00720	O	M5480	LL	BE		
KMZ	KMZ	KMZ	KMZ	RL	G	W	00720	O	M10251	LL	BE		
KVZ	KVZ	KVZ	KVZ	RL	G	W	00720	O	M10252	LL	BE		
BAE	BAE	BAE	BAE	RL	G	W	00720	O	M10253	LL	BE		
BAX	BAX	BAX	BAX	RL	G	W	00720	O	M10255	LL	BE		
BAY	BAY	BAY	BAY	RL	G	W	00720	O	M10257	LL	BE		
BAZ	BAZ	BAZ	BAZ	RL	G	W	00720	O	M10258	LL	BE		
BBA	BBA	BBA	BBA	RL	G	W	00720	O	M10259	LL	BE		
BAU	BAU	BAU	BAU	RL	G	W	00720	O	M10260	LL	BE		
BBB	BBB	BBB	BBB	RL	G	W	00720	O	M10261	LL	BE		
BBC	BBC	BBC	BBC	RL	G	W	00720	O	M10262	LL	BE		
BBE	BBE	BBE	BBE	RL	G	W	00720	O	M10263	LL	BE		
BBF	BBF	BBF	BBF	RL	G	W	00720	O	M10264	LL	BE		
YZAX	YZAX	YZAX	YZ.AX	LU	B	W	05910	O	L916894	RL			
YZAU	YZAU	YZAU	YZ.AU	RU	B	W	05910	O	L916886	LL			
YZAV	YZAV	YZAV	YZA.V	RU	B	W	05920	O	H903480	LL			
YZAG	YZAG	YZAG	YZA.G	LU	B	W	05920	O	H903483	RL			
YZAH	YZAH	YZAH	Y.ZAH	LU	B	W	05910	O	L916890	RL			
YZAK	YZAK	YZAK	YZA.K	RU	B	W	05920	O	H903487	LL			
YZAN	YZAN	YZAN	YZA.N	RU	B	W	05910	O	L916885	LL			
YFAZ	YFAZ	YFAZ	Y.FAZ	RU	B	W	05920	M	H902187	LL	BE		
YFAW	YFAW	YFAW	Y.FAW	RU	B	W	05920	V	H902282	LL	BE		
YYAL	YYAL	YYAL	Y.YAL	RU	B	W	05920	O	H903488	LL			
YWAR	YWAR	YWAR	YW.AR	LU	B	W	05910	O	L916898	RL			
YWAK	YWAK	YWAK	YWA.K	LU	B	W	05920	O	H903160	RL	BE		
YVAW	YVAW	YVAW	Y.VAW	LU	B	W	05920	O	H903159	RL	BE		
YWAA	YWAA	YWAA	Y.WAA	RU	B	W	05910	O	L916899	LL			
YWAH	YWAH	YWAH	Y.WAH	LU	B	W	05920	O	H903493	RL			
YVAT	YVAT	YVAT	Y.VAT	LU	B	W	05910	O	L916891	RL			
YVAM	YVAM	YVAM	YV.AM	LU	B	W	05920	O	H903163	RL	BE		
YVAN	YVAN	YVAN	YVA.N	LU	B	W	05920	O	H903162	RL	BE		
YVAC	YVAC	YVAC	YVA.C	LU	B	W	05920	O	H903151	RL	BE		
YUAW	YUAW	YUAW	Y.UAW	LU	B	W	05910	O	L916889	RL			
YUAX	YUAX	YUAX	YU.AX	LU	B	W	05920	O	H903164	RL	BE		
YUAP	YUAP	YUAP	Y.UAP	LU	B	W	05910	O	L916897	RL			
YUAH	YUAH	YUAH	Y.UAH	LU	B	W	05920	O	H903490	RL			
YTAY	YTAY	YTAY	YTA.Y	LD	B	W	05910	O	L916895	RL			
YFAR	YFAR	YFAR	YF.AR		B	W	05920	M	H902184		BE		
YFAM	YFAM	YFAM	YF.AM	RU	B	W	05920	V	H902280	LL	BE		
YFAK	YFAK	YFAK	YFA.K	RU	B	W	05920	M	H902182	LL	BE		
YFAH	YFAH	YFAH	Y.FAH	RU	B	W	05920	V	H902186	LL	BE		
YFAF	YFAF	YFAF	YF.AF		B	W	05920	V	H902162		BE		
YDAZ	YDAZ	YDAZ	Y.DAZ		B	W	05920	O	H902292		BE		
YFAA	YFAA	YFAA	Y.FAA		B	W	05920	V	H902290		BE		
YDAT	YDAT	YDAT	Y.DAT	RU	B	W	05920	V	H902156	LL	BE		
YDAU	YDAU	YDAU	YD.AU	RU	B	W	05920	V	H902275	LL	BE		
YDAW	YDAW	YDAW	Y.DAW	RU	B	W	05920	V	H902189	LL	BE		
YDAL	YDAL	YDAL	Y.DAL	LU	B	W	05920	V	H902271	RL	BE		
YDAM	YDAM	YDAM	YD.AM	RU	B	W	05920	M	H902283	LL	BE		
YCAZ	YCAZ	YCAZ	Y.CAZ	RU	B	W	05920	V	H902190	LL	BE		
YDAA	YDAA	YDAA	Y.DAA	RU	B	W	05920	M	H902185	LL	BE		
YDAB	YDAB	YDAB	YD.AB		B	W	05920	V	H902181		BE		
YDAC	YDAC	YDAC	YDA.C	RU	B	W	05920	M	H902154	LL	BE		
YDAD	YDAD	YDAD	Y.DAD	RU	B	W	05920	V	H902278	LL	BE		
YDAF	YDAF	YDAF	YD.AF	RU	B	W	05920	V	H902173	LL	BE		
YDAG	YDAG	YDAG	YDA.G	RU	B	W	05920	M	H902251	LL	BE		
YDAH	YDAH	YDAH	Y.DAH	RU	B	W	05920	V	H902165	LL	BE		
YDAJ	YDAJ	YDAJ	YD.AJ	RU	B	W	05920	V	H902161	LL	BE		
YCAT	YCAT	YCAT	Y.CAT	LD	B	W	05920	M	H902276	RL	BE		
YCAU	YCAU	YCAU	YC.AU	RU	B	W	05920	V	H902155	LL	BE		
YCAR	YCAR	YCAR	YC.AR		B	W	05920	V	H902279		BE		
YCAN	YCAN	YCAN	YCA.N	LU	B	W	05920	M	H902254	RL	BE		
YCAD	YCAD	YCAD	Y.CAD	RU	B	W	05920	V	H902284	LL	BE		
YBAZ	YBAZ	YBAZ	Y.BAZ		B	W	05920	V	H902174		BE		
YCAA	YCAA	YCAA	Y.CAA		B	W	05920	M	H902172		BE		
YCAB	YCAB	YCAB	YC.AB	RU	B	W	05920	M	H902281	LL	BE		
YBAW	YBAW	YBAW	Y.BAW	RU	B	W	05920	V	H902177	LL	BE		
YBAS	YBAS	YBAS	YBA.S	RU	B	W	05920	V	H902270	LL	BE		
YBAN	YBAN	YBAN	YBA.N	RU	B	W	05920	V	H902176	LL	BE		
YBAM	YBAM	YBAM	YB.AM		B	W	05920	M	H902157		BE		
YBAJ	YBAJ	YBAJ	YB.AJ	RU	B	W	05920	V	H902285	LL	BE		
YAAR	YAAR	YAAR	YA.AR		B	W	05920	M	H902277		BE		
YAAG	YAAG	YAAG	YAA.G	RU	B	W	05920	M	H902191	LL	BE		
YAAA	YAAA	YAAA	Y.AAA		B	W	05920	M	H902252		BE		
UDAJ	UDAJ	UDAJ	UD.AJ	RU	B	W	05910	V	L914850	LL			
UZAP	UZAP	UZAP	U.ZAP	RU	B	W	05910	O	L914631	LL			
UNAH	UNAH	UNAH	U.NAH	RU	B	W	05910	O	L914632	LL			
UMAJ	UMAJ	UMAJ	UM.AJ	RU	B	W	05910	O	L914633	LL			
USAD	USAD	USAD	U.SAD	RU	B	W	05910	O	L914635	LL			
UNAJ	UNAJ	UNAJ	UN.AJ	RD	B	W	05910	O	L914636	LL			
UZAW	UZAW	UZAW	U.ZAW	RU	B	W	05910	O	L914637	LL			
UPAU	UPAU	UPAU	UP.AU	RU	B	W	05910	O	L914638	LL			
URAP	URAP	URAP	U.RAP	RU	B	W	05910	O	L914639	LL			
UMAH	UMAH	UMAH	U.MAH	RU	B	W	05910	O	L914640	LL			
URAS	URAS	URAS	URA.S	RU	B	W	05910	V	L914641	LL			
UNAN	UNAN	UNAN	UNA.N	RU	B	W	05910	O	L914642	LL			
USAK	USAK	USAK	USA.K	RD	B	W	05910	O	L914643	LL			
UMAZ	UMAZ	UMAZ	U.MAZ	RU	B	W	05910	O	L914644	LL			
UNAX	UNAX	UNAX	UN.AX	RD	B	W	05910	O	L914645	LL			
UMAG	UMAG	UMAG	UMA.G	RU	B	W	05910	O	L914646	LL			
USAB	USAB	USAB	US.AB	RU	B	W	05910	O	L914647	LL			
YNAD	YNAD	YNAD	Y.NAD	RU	B	W	05920	O	H901989	LL	BE		
YMAC	YMAC	YMAC	YMA.C	RU	B	W	05920	O	H901990	LL	BE		
UPAM	UPAM	UPAM	UP.AM	RU	B	W	05910	O	L914650	LL			
UNAU	UNAU	UNAU	UN.AU	RU	B	W	05910	O	L915851	LL			
YPAU	YPAU	YPAU	YP.AU	RU	B	W	05920	O	H901991	LL	BE		
YNAL	YNAL	YNAL	Y.NAL	RU	B	W	05920	O	H901992	LL	BE		
UMAN	UMAN	UMAN	UMA.N	RU	B	W	05910	O	L915853	LL			
UWAG	UWAG	UWAG	UWA.G	RU	B	W	05910	O	L915854	LL			
UNAG	UNAG	UNAG	UNA.G	RU	B	W	05910	O	L915855	LL			
UVAM	UVAM	UVAM	UV.AM	RU	B	W	05910	V	L915856	LL			
UVAH	UVAH	UVAH	U.VAH	RU	B	W	05910	O	L915857	LL			
UMAX	UMAX	UMAX	UM.AX	RU	B	W	05910	O	L915858	LL			
UZAS	UZAS	UZAS	UZA.S	RU	B	W	05910	O	L915859	LL			
UMAV	UMAV	UMAV	UMA.V	RU	B	W	05910	O	L915860	LL			
USAW	USAW	USAW	U.SAW	RU	B	W	05910	O	L915861	LL			
UTAF	UTAF	UTAF	UT.AF	RD	B	W	05910	O	L915862	LL			
UNAT	UNAT	UNAT	U.NAT	RU	B	W	05910	O	L915863	LL			
URAZ	URAZ	URAZ	U.RAZ	RU	B	W	05910	O	L915864	LL			
USAC	USAC	USAC	USA.C	RU	B	W	05910	O	L915865	LL			
UNAL	UNAL	UNAL	U.NAL	RU	B	W	05910	V	L915866	LL			
UVAB	UVAB	UVAB	UV.AB	RU	B	W	05910	O	L915867	LL			
UWAJ	UWAJ	UWAJ	UW.AJ	RU	B	W	05910	O	L915868	LL			
URAU	URAU	URAU	UR.AU	RU	B	W	05910	O	L915869	LL			
UWAS	UWAS	UWAS	UWA.S	RU	B	W	05910	O	L915870	LL			
UXAD	UXAD	UXAD	U.XAD	RU	B	W	05910	O	L915871	LL			
UTAD	UTAD	UTAD	U.TAD	RU	B	W	05910	O	L915872	LL			
URAT	URAT	URAT	U.RAT	RU	B	W	05910	O	L915873	LL			
YPAD	YPAD	YPAD	Y.PAD	RU	B	W	05920	O	H901993	LL	BE		
YSAS	YSAS	YSAS	YSA.S	RU	B	W	05920	O	H901994	LL	BE		
UZAH	UZAH	UZAH	U.ZAH	RU	B	W	05910	O	L915874	LL			
UMAL	UMAL	UMAL	U.MAL	RU	B	W	05910	O	L915876	LL			
UCAB	UCAB	UCAB	UC.AB	RU	B	W	05910	V	L916787	LL			
UCAC	UCAC	UCAC	UCA.C		B	W	05910	V	L916778				
UCAD	UCAD	UCAD	U.CAD		B	W	05910	M	L916703				
UCAH	UCAH	UCAH	U.CAH	RU	B	W	05910	V	L916756	LL			
UCAN	UCAN	UCAN	UCA.N		B	W	05910	M	L914789				
UCAR	UCAR	UCAR	UC.AR		B	W	05910	M	L916763				
UCAS	UCAS	UCAS	UCA.S	RU	B	W	05910	M	L914838	LL			
UCAW	UCAW	UCAW	U.CAW	RU	B	W	05910	V	L914840	LL			
UDAA	UDAA	UDAA	U.DAA		B	W	05910	M	L914833				
UDAB	UDAB	UDAB	UD.AB	RU	B	W	05910	V	L914831	LL			
UDAF	UDAF	UDAF	UD.AF	RU	B	W	05910	V	L914826	LL			
UDAG	UDAG	UDAG	UDA.G	RU	B	W	05910	V	L914824	LL			
UDAH	UDAH	UDAH	U.DAH		B	W	05910	M	L916702				
SVAY	SVAY	SVAY	S.VAY	RU	B	W	05910	O	L912840	LL			
UDAL	UDAL	UDAL	U.DAL		B	W	05910	V	L914848				
UDAM	UDAM	UDAM	UD.AM	RU	B	W	05910	V	L916751	LL			
UDAS	UDAS	UDAS	UDA.S	RU	B	W	05910	V	L914836	LL			
UDAV	UDAV	UDAV	UDA.V	RU	B	W	05910	M	L914837	LL			
UDAX	UDAX	UDAX	UD.AX		B	W	05910	V	L916781				
UFAA	UFAA	UFAA	U.FAA	RU	B	W	05910	M	L916788	LL			
UFAB	UFAB	UFAB	UF.AB		B	W	05910	M	L914843				
UFAD	UFAD	UFAD	U.FAD		B	W	05910	M	L914844				
UFAH	UFAH	UFAH	U.FAH		B	W	05910	V	L914830				
UFAJ	UFAJ	UFAJ	UF.AJ		B	W	05910	M	L916793				
UFAL	UFAL	UFAL	U.FAL		B	W	05910	V	L916755				
UFAM	UFAM	UFAM	UF.AM	RU	B	W	05910	M	L916752	LL			
UFAN	UFAN	UFAN	UFA.N		B	W	05910	V	L916705				
UFAS	UFAS	UFAS	UFA.S		B	W	05910	V	L916757				
UFAV	UFAV	UFAV	UFA.V		B	W	05910	M	L914839				
UFAX	UFAX	UFAX	UF.AX	RU	B	W	05910	M	L914835	LL			
UFAZ	UFAZ	UFAZ	U.FAZ	RU	B	W	05910	V	L914828	LL			
MDAH	MDAH	MDAH	MDA.H		B	W	05920	V	H900901		BE		
MDAJ	MDAJ	MDAJ	M.DAJ	RU	B	W	05920	V	H900943	LL	BE		
MDAP	MDAP	MDAP	MDA.P		B	W	05920	M	H152681		BE		
PJAX	PJAX	PJAX	PJA.X	RU	B	W	05920	O	H901811	LL	BE		
PKAB	PKAB	PKAB	PK.AB		B	W	05920	V	H900927		BE		
MDAU	MDAU	MDAU	M.DAU		B	W	05920	M	H900733		BE		
PKAM	PKAM	PKAM	PK.AM	RU	B	W	05920	V	H900954	LL	BE		
PKAU	PKAU	PKAU	PK.AU	RU	B	W	05920	V	H900949	LL	BE		
PKAZ	PKAZ	PKAZ	P.KAZ	RU	B	W	05920	M	H900931	LL	BE		
YLAF	YLAF	YLAF	YL.AF	RU	B	W	5920	O	H903359	LL			
SVAZ	SVAZ	SVAZ	SVA.Z	RU	B	W	05920	O	H901799	LL	BE		
UAAH	UAAH	UAAH	U.AAH	RU	B	W	5910	O	L916105	LL			
SWAA	SWAA	SWAA	S.WAA	RD	B	W	05920	O	H902137	LL	BE		
SWAD	SWAD	SWAD	S.WAD	RU	B	W	05920	O	H902136	LL	BE		
SUAD	SUAD	SUAD	SUA.D	RU	B	W	05920	O	H902123	LL	BE		
UBAX	UBAX	UBAX	UB.AX	RU	B	W	05910	M	L916701	LL			
UCAA	UCAA	UCAA	U.CAA	RU	B	W	05910	V	L916792	LL			
TSAJ	TSAJ	TSAJ	T.SAJ	RU	B	W	05910	V	L912669	LL			
RTAS	RTAS	RTAS	RTA.S	LU	B	W	5910	O	L925128	RL			
TSAA	TSAA	TSAA	TSA.A	RU	B	W	05910	M	L912679	LL			
GPS53	LFAW	RWAK	RWAK	RU	B	W	5910	V	L911715	LL		LFAW	uvabits_gps_tag.
TRAD	TRAD	TRAD	T.RAD	RU	B	W	05910	V	L914823	LL			
GPS47	TRAC	TRAC	TRA.C	RU	B	W	5910	M	L912674	LL		TRAC	uvabits_gps_tag.
TRAG	TRAG	TRAG	TRA.G	RU	B	W	05910	V	L914817	LL			
TRAH	TRAH	TRAH	T.RAH	RU	B	W	05910	V	L912668	LL			
TRAK	TRAK	TRAK	TRA.K	RU	B	W	05910	V	L912670	LL			
TRAN	TRAN	TRAN	TRA.N	RU	B	W	05910	V	L912676	LL			
TRAR	TRAR	TRAR	TR.AR	RU	B	W	05910	M	L912664	LL			
TRAS	TRAS	TRAS	TRA.S	RU	B	W	05910	M	L901568	LL	BE		
TRAT	TRAT	TRAT	T.RAT	LU	B	W	05910	V	L903906	RL	BE		
TRAU	TRAU	TRAU	TR.AU	RU	B	W	05910	V	L912671	LL			
TPAZ	TPAZ	TPAZ	TPA.Z	RU	B	W	05910	V	L912688	LL			
TRAA	TRAA	TRAA	T.RAA	RU	B	W	05910	M	L912680	LL			
TPAK	TPAK	TPAK	T.PAK	RU	B	W	05910	V	L912687	LL			
TPAC	TPAC	TPAC	T.PAC	RU	B	W	05910	V	L912662	LL			
TPAD	TPAD	TPAD	TP.AD	RU	B	W	05910	M	L914803	LL			
TPAF	TPAF	TPAF	TPA.F	RU	B	W	05910	M	L901742	LL	BE		
TNAG	TNAG	TNAG	TN.AG	RU	B	W	05910	V	L912678	LL			
TNAH	TNAH	TNAH	TNA.H	RU	B	W	05910	V	L914811	LL			
TNAK	TNAK	TNAK	TN.AK	RU	B	W	05910	V	L912667	LL			
TNAL	TNAL	TNAL	TNA.L	RU	B	W	05910	V	L914809	LL			
TNAM	TNAM	TNAM	T.NAM	RU	B	W	05910	V	L914801	LL			
GPS06	GJAS	UDAD	U.DAD	RU	B	W	5910	V	L907004	LL		GJAS	uvabits_gps_tag.
GPS07	HSAS	URAM	UR.AM	RU	B	W	5910	M	L907172	LL		HSAS	uvabits_gps_tag.
GPS08	GVAG	URAK	URA.K	RL	B	W	5910	M	L906682	LL		GVAG	uvabits_gps_tag.
GPS09	BWAD	UBAS	UBA.S	RL	B	W	5910	M	L906623	LL		BWAD	uvabits_gps_tag.
GPS10	KLAT	UPAK	UPA.K	RU	B	W	5910	V	L909213	LL		KLAT	uvabits_gps_tag.
GPS01	YLAT	YLAT	Y.LAT	RU	B	W	5920	M	H903169	LL		YLAT	uvabits_gps_tag.
GPS02	YKAT	YKAT	Y.KAT	RU	B	W	5920	V	H903182	LL		YKAT	uvabits_gps_tag.
GPS03	YLAH	YLAH	Y.LAH	LU	B	W	5920	V	H903183	RL		YLAH	uvabits_gps_tag.
GPS04	YGAA	YGAA	Y.GAA	RU	B	W	5920	M	H903184	LL		YGAA	uvabits_gps_tag.
GPS05	CLAJ	YGAP	YGAP	RU	B	W	5920	V	H903185	LL		CLAJ	uvabits_gps_tag.
GPS11	PR3	URAL	U.RAL	RU	B	W	5910	M	L904812	LL		PR3	uvabits_gps_tag.
GPS12	DGAB	UBAR	UB.AR	RD	B	W	5910	M	L902124	LL		DGAB	uvabits_gps_tag.
GPS13	GWAA	UPAV	UPA.V	RU	B	W	5910	V	L906543	LL		GWAA	uvabits_gps_tag.
LHAP	LHAP	LHAP	LH.AP	RU	B	W	05920	O	H900875	LL	BE		
TKAL	TKAL	TKAL	TKA.L	LU	B	W	5910	O	L914870	RL			
TJAM	TJAM	TJAM	TJ.AM	LU	B	W	5910	O	L914869	RL			
TJAX	TJAX	TJAX	T.JAX	LU	B	W	5910	O	L914871	RL			
TPAN	TPAN	TPAN	T.PAN	RU	B	W	5910	O	L914881	LL			
TJAD	TJAD	TJAD	T.JAD	LU	B	W	5910	O	L914872	RL			
THAP	THAP	THAP	TH.AP	LU	B	W	5910	O	L914873	RL			
THAS	THAS	THAS	T.HAS	RU	B	W	5910	O	L914874	LL			
UFAF	UFAF	UFAF	UF.AF	LU	B	W	5910	O	L914875	RL			
TLAN	TLAN	TLAN	T.LAN	LU	B	W	5910	O	L916066	RL			
TKAX	TKAX	TKAX	TKA.X	RU	B	W	5910	O	L916068	LL			
UNAB	UNAB	UNAB	UN.AB	LU	B	W	5910	O	L916069	RL			
UNAK	UNAK	UNAK	UNA.K	LU	B	W	5910	O	L916070	RL			
TLAG	TLAG	TLAG	T.LAG	LU	B	W	5920	O	L916072	RL			
TJAH	TJAH	TJAH	T.JAH	RU	B	W	5910	O	L916071	LL			
THAW	THAW	THAW	TH.AW	RU	B	W	5910	O	L916073	LL			
YKAM	YKAM	YKAM	YK.AM	LU	B	W	5920	O	H903450	RL			
THAX	THAX	THAX	TH.AX	LU	B	W	5920	O	H903201	RL			
TJAB	TJAB	TJAB	TJ.AB	LU	B	W	5920	O	H903202	RL			
TLAP	TLAP	TLAP	TL.AP	LU	B	W	5920	O	H903203	RL			
YXAH	YXAH	YXAH	Y.XAH	RU	B	W	5920	O	H903204	LL			
YHAV	YHAV	YHAV	YHA.V	RU	B	W	5920	O	H903205	LL			
YUAG	YUAG	YUAG	YUA.G	LU	B	W	5920	O	H903206	RL			
TJAL	TJAL	TJAL	T.JAL	RU	B	W	5920	O	H903207	LL			
UNAA	UNAA	UNAA	U.NAA	RU	B	W	5910	O	L917792	LL			
TKAN	TKAN	TKAN	TK.AN	RU	B	W	5920	O	H903209	LL			
TKAR	TKAR	TKAR	T.KAR	LU	B	W	5920	O	H903210	RL			
TJAF	TJAF	TJAF	TJ.AF	LU	B	W	5920	O	H903211	RL			
TKAB	TKAB	TKAB	T.KAB		B	W	5920	O	H905602				
THAU	THAU	THAU	THA.U	LU	B	W	5920	O	H903213	RL			
TKAU	TKAU	TKAU	T.KAU	RU	B	W	5920	O	H903214	LL			
USAP	USAP	USAP	U.SAP	RU	B	W	5920	O	H903215	LL			
UCAL	UCAL	UCAL	U.CAL	LU	B	W	5920	O	H903216	RL			
TPAR	TPAR	TPAR	TPA.R	LU	B	W	5920	O	H903217	RL			
YJAW	YJAW	YJAW	Y.JAW	RU	B	W	5920	O	H903218	LL			
YJAK	YJAK	YJAK	YJA.K	RU	B	W	5920	O	H903219	LL			
YHAR	YHAR	YHAR	YH.AR	LU	B	W	5920	O	H903220	RL			
TLAL	TLAL	TLAL	TL.AL	LU	B	W	5920	O	H903221	RL			
LHAR	LHAR	LHAR	LHA.R	RU	B	W	05920	V	H900878	LL	BE		
LHAS	LHAS	LHAS	L.HAS	RU	B	W	05910	M	L913034	LL	BE		
LHAT	LHAT	LHAT	LH.AT	RU	B	W	05910	M	L913036	LL	BE		
CMAF	CMAF	CMAF	C.MAF	RU	B	W	05920	O	H153993	LL	BE		
CLAT	CLAT	CLAT	C.LAT	RU	B	W	05920	O	H146494	LL	BE		
FPAZ	FPAZ	FPAZ	F.PAZ	RU	B	W	05920	O	H153989	LL	BE		
FPAT	FPAT	FPAT	F.PAT	RL	B	W	05920	O	H153973	LL	BE		
